request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state
3017,BasicRequest,1,29640,29640,5087;-1;-1,2944;-1;-1,,,,,1184.4015216485059,22060.880000000005,0:t_wait:962.8668239820872;t_drive:1214.4015216485059;fare:2206,,,0,2,30602.866823982087,31817.268345630597,2206,0
3023,BasicRequest,1,29640,29640,5087;-1;-1,2944;-1;-1,,,,,1184.4015216485059,22060.880000000005,0:t_wait:962.8668239820872;t_drive:1214.4015216485059;fare:2206,,,0,2,30602.866823982087,31817.268345630597,2206,0
3029,BasicRequest,1,29640,29640,5087;-1;-1,2944;-1;-1,,,,,1184.4015216485059,22060.880000000005,0:t_wait:962.8668239820872;t_drive:1214.4015216485059;fare:2206,,,0,2,30602.866823982087,31817.268345630597,2206,0
1445,BasicRequest,1,29640,29640,10051;-1;-1,2944;-1;-1,,,,,960.7306057958269,17261.023,0:t_wait:918.4852743395641;t_drive:990.7306057958267;fare:1726,,,0,7,30558.485274339564,31879.827732182042,1726,0
847,BasicRequest,1,30540,30540,3022;-1;-1,2944;-1;-1,,,,,593.5259374642842,9186.113999999998,0:t_wait:686.3017947177577;t_drive:623.5259374642847;fare:918,,,0,7,31256.301794717758,31879.827732182042,918,0
853,BasicRequest,1,30540,30540,3022;-1;-1,2944;-1;-1,,,,,593.5259374642842,9186.113999999998,0:t_wait:686.3017947177577;t_drive:623.5259374642847;fare:918,,,0,7,31256.301794717758,31879.827732182042,918,0
1405,BasicRequest,1,30540,30540,3013;-1;-1,2944;-1;-1,,,,,592.6384329904115,9171.830999999998,0:t_wait:685.4142902438871;t_drive:654.4134419381589;fare:917,,,0,7,31225.414290243883,31879.827732182042,917,0
2243,BasicRequest,1,29640,29640,4078;-1;-1,2944;-1;-1,,,,,977.2606472684814,18524.007999999998,0:t_wait:977.9008660558575;t_drive:1007.260647268482;fare:1852,,,0,8,30617.900866055854,31983.160348999743,1852,0
2259,BasicRequest,1,30540,30540,4078;-1;-1,2944;-1;-1,,,,,977.2606472684814,18524.007999999998,0:t_wait:77.90086605585384;t_drive:1007.260647268482;fare:1852,,,0,8,30617.900866055854,31983.160348999743,1852,0
901,BasicRequest,1,30540,30540,6828;-1;-1,2944;-1;-1,,,,,451.2629379925437,5942.573,0:t_wait:918.8092941391224;t_drive:481.262937992542;fare:594,,,0,8,31501.8974110072,31983.160348999743,594,0
1599,BasicRequest,1,30540,30540,2950;-1;-1,2944;-1;-1,,,,,418.44447833296726,6394.414000000001,0:t_wait:852.5637416948084;t_drive:590.5966073049349;fare:639,,,0,8,31392.563741694805,31983.160348999743,639,0
297,BasicRequest,1,32220,32220,9014;-1;-1,2944;-1;-1,,,,,8922.760573357718,189724.13299999994,0:,,,,,,,,0
2349,BasicRequest,1,32220,32220,10326;-1;-1,2944;-1;-1,,,,,6969.357031808955,140262.19599999997,0:,,,,,,,,0
1451,BasicRequest,1,30540,30540,3015;-1;-1,2944;-1;-1,,,,,518.6047215876927,8531.738000000001,0:t_wait:1135.724131475352;t_drive:548.6047215876933;fare:853,,,0.0,15.0,31675.724131475356,32254.328853063053,853.0,0
1349,BasicRequest,1,30540,30540,3014;-1;-1,2944;-1;-1,,,,,515.5209331182366,8484.258,0:t_wait:1168.8079199448075;t_drive:545.5209331182377;fare:848,,,0.0,15.0,31708.807919944815,32254.328853063053,848.0,0
1481,BasicRequest,1,31440,31440,3015;-1;-1,2944;-1;-1,,,,,518.6047215876927,8531.738000000001,0:t_wait:235.72413147535553;t_drive:578.6047215876933;fare:853,,,0.0,15.0,31675.724131475356,32254.328853063053,853.0,0
2997,BasicRequest,1,32280,32280,12245;-1;-1,2944;-1;-1,,,,,5215.5765098463235,122003.53400000001,0:,,,,,,,,0
