request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state
3,BasicRequest,1,120,120,6011;-1;-1,4994;-1;-1,,,,,242.18149316399996,3232.8820000000005,0:t_wait:89.90625873900001;t_drive:272.18149316399996;fare:323,,,0,19,209.906258739,482.087751903,323,0
1,BasicRequest,1,0,0,4074;-1;-1,10159;-1;-1,,,,,570.0834843480001,7760.596,0:t_wait:0;t_drive:600.0834843480001;fare:776,,,0,15,0,600.0834843480001,776,0
9,BasicRequest,1,360,360,5881;-1;-1,1558;-1;-1,,,,,327.694734177,4129.030000000001,0:t_wait:0;t_drive:357.694734177;fare:412,,,0,6,360,717.6947341769998,412,0
14,BasicRequest,1,420,420,7173;-1;-1,5106;-1;-1,,,,,444.392683078,5323.136,0:t_wait:0;t_drive:474.392683078;fare:532,,,0,0,420,894.3926830780001,532,0
8,BasicRequest,1,360,360,5255;-1;-1,6141;-1;-1,,,,,496.6311523339999,5875.488999999999,0:t_wait:0;t_drive:526.6311523339999;fare:587,,,0,27,360,886.6311523339999,587,0
16,BasicRequest,1,480,480,5410;-1;-1,4881;-1;-1,,,,,394.19096406200003,4626.17,0:t_wait:0;t_drive:424.19096406200003;fare:462,,,0,37,480,904.1909640619998,462,0
12,BasicRequest,1,420,420,1521;-1;-1,185;-1;-1,,,,,312.936603525,3980.2189999999996,0:t_wait:202.661918239;t_drive:342.936603525;fare:398,,,0,3,622.661918239,965.598521764,398,0
17,BasicRequest,1,480,480,7547;-1;-1,605;-1;-1,,,,,473.617264862,6824.736000000001,0:t_wait:0;t_drive:503.61726486199996;fare:682,,,0,11,480.0,983.617264862,682,0
11,BasicRequest,1,420,420,4420;-1;-1,10159;-1;-1,,,,,405.278817196,5809.067000000001,0:t_wait:189.67391859600002;t_drive:435.2788171960001;fare:580,,,0,2,609.6739185960001,1044.9527357920003,580,0
19,BasicRequest,1,600,600,1174;-1;-1,8523;-1;-1,,,,,222.168342226,2545.617,0:t_wait:325.5494991620001;t_drive:252.16834222600005;fare:254,,,0,30,925.5494991620001,1177.717841388,254,0
34,BasicRequest,1,1020,1020,605;-1;-1,10186;-1;-1,,,,,240.890316622,3230.4660000000003,0:t_wait:0;t_drive:270.890316622;fare:323,,,0,11,1020.0,1290.890316621999,323,0
18,BasicRequest,1,600,600,4420;-1;-1,7899;-1;-1,,,,,456.302278056,6501.621999999999,0:t_wait:227.35215448600002;t_drive:486.302278056;fare:650,,,0,44,827.3521544860002,1313.6544325420002,650,0
