operator_id,vehicle_id,vehicle_type
0,99,default_vehtype
0,100,default_vehtype
0,101,default_vehtype
0,102,default_vehtype
0,103,default_vehtype
0,104,default_vehtype
0,105,default_vehtype
0,106,default_vehtype
0,107,default_vehtype
0,108,default_vehtype
0,109,default_vehtype
0,110,default_vehtype
0,111,default_vehtype
0,112,default_vehtype
0,113,default_vehtype
0,114,default_vehtype
0,115,default_vehtype
0,116,default_vehtype
0,117,default_vehtype
0,118,default_vehtype
0,119,default_vehtype
0,120,default_vehtype
0,121,default_vehtype
0,122,default_vehtype
0,123,default_vehtype
0,124,default_vehtype
0,125,default_vehtype
0,126,default_vehtype
0,127,default_vehtype
0,128,default_vehtype
0,129,default_vehtype
0,130,default_vehtype
0,131,default_vehtype
0,132,default_vehtype
0,133,default_vehtype
0,134,default_vehtype
0,135,default_vehtype
0,136,default_vehtype
0,137,default_vehtype
0,138,default_vehtype
0,139,default_vehtype
0,140,default_vehtype
0,141,default_vehtype
0,142,default_vehtype
0,143,default_vehtype
0,144,default_vehtype
0,145,default_vehtype
0,146,default_vehtype
0,147,default_vehtype
0,148,default_vehtype
0,149,default_vehtype
0,150,default_vehtype
0,151,default_vehtype
0,152,default_vehtype
0,153,default_vehtype
0,154,default_vehtype
0,155,default_vehtype
0,156,default_vehtype
0,157,default_vehtype
0,158,default_vehtype
0,159,default_vehtype
0,160,default_vehtype
0,161,default_vehtype
0,162,default_vehtype
0,163,default_vehtype
0,164,default_vehtype
0,165,default_vehtype
0,166,default_vehtype
0,167,default_vehtype
0,168,default_vehtype
0,169,default_vehtype
0,170,default_vehtype
0,171,default_vehtype
0,172,default_vehtype
0,173,default_vehtype
0,174,default_vehtype
0,175,default_vehtype
0,176,default_vehtype
0,177,default_vehtype
0,178,default_vehtype
0,179,default_vehtype
0,180,default_vehtype
0,181,default_vehtype
0,182,default_vehtype
0,183,default_vehtype
0,184,default_vehtype
0,185,default_vehtype
0,186,default_vehtype
0,187,default_vehtype
0,188,default_vehtype
0,189,default_vehtype
0,190,default_vehtype
0,191,default_vehtype
0,192,default_vehtype
0,193,default_vehtype
0,194,default_vehtype
0,195,default_vehtype
0,196,default_vehtype
0,197,default_vehtype
0,198,default_vehtype
0,199,default_vehtype
0,200,default_vehtype
0,201,default_vehtype
0,202,default_vehtype
0,203,default_vehtype
0,204,default_vehtype
0,205,default_vehtype
0,206,default_vehtype
0,207,default_vehtype
0,208,default_vehtype
0,209,default_vehtype
0,210,default_vehtype
0,211,default_vehtype
0,212,default_vehtype
0,213,default_vehtype
0,214,default_vehtype
0,215,default_vehtype
0,216,default_vehtype
0,217,default_vehtype
0,218,default_vehtype
0,219,default_vehtype
0,220,default_vehtype
0,221,default_vehtype
0,222,default_vehtype
0,223,default_vehtype
0,224,default_vehtype
0,225,default_vehtype
0,226,default_vehtype
0,227,default_vehtype
0,228,default_vehtype
0,229,default_vehtype
0,230,default_vehtype
0,231,default_vehtype
0,232,default_vehtype
0,233,default_vehtype
0,234,default_vehtype
0,235,default_vehtype
0,236,default_vehtype
0,237,default_vehtype
0,238,default_vehtype
0,239,default_vehtype
0,240,default_vehtype
0,241,default_vehtype
0,242,default_vehtype
0,243,default_vehtype
0,244,default_vehtype
0,245,default_vehtype
0,246,default_vehtype
0,247,default_vehtype
0,248,default_vehtype
0,249,default_vehtype
0,250,default_vehtype
0,251,default_vehtype
0,252,default_vehtype
0,253,default_vehtype
0,254,default_vehtype
0,255,default_vehtype
0,256,default_vehtype
0,257,default_vehtype
0,258,default_vehtype
0,259,default_vehtype
0,260,default_vehtype
0,261,default_vehtype
0,262,default_vehtype
0,263,default_vehtype
0,264,default_vehtype
0,265,default_vehtype
0,266,default_vehtype
0,267,default_vehtype
0,268,default_vehtype
0,269,default_vehtype
0,270,default_vehtype
0,271,default_vehtype
0,272,default_vehtype
0,273,default_vehtype
0,274,default_vehtype
0,275,default_vehtype
0,276,default_vehtype
0,277,default_vehtype
0,278,default_vehtype
0,279,default_vehtype
0,280,default_vehtype
0,281,default_vehtype
0,282,default_vehtype
0,283,default_vehtype
0,284,default_vehtype
0,285,default_vehtype
0,286,default_vehtype
0,287,default_vehtype
0,288,default_vehtype
0,289,default_vehtype
0,290,default_vehtype
0,291,default_vehtype
0,292,default_vehtype
0,293,default_vehtype
0,294,default_vehtype
0,295,default_vehtype
0,296,default_vehtype
0,297,default_vehtype
0,298,default_vehtype
0,299,default_vehtype
0,300,default_vehtype
0,301,default_vehtype
0,302,default_vehtype
0,303,default_vehtype
0,304,default_vehtype
0,305,default_vehtype
0,306,default_vehtype
0,307,default_vehtype
0,308,default_vehtype
0,309,default_vehtype
0,310,default_vehtype
0,311,default_vehtype
0,312,default_vehtype
0,313,default_vehtype
0,314,default_vehtype
0,315,default_vehtype
0,316,default_vehtype
0,317,default_vehtype
0,318,default_vehtype
0,319,default_vehtype
0,320,default_vehtype
0,321,default_vehtype
0,322,default_vehtype
0,323,default_vehtype
0,324,default_vehtype
0,325,default_vehtype
0,326,default_vehtype
0,327,default_vehtype
0,328,default_vehtype
0,329,default_vehtype
0,330,default_vehtype
0,331,default_vehtype
0,332,default_vehtype
0,333,default_vehtype
0,334,default_vehtype
0,335,default_vehtype
0,336,default_vehtype
0,337,default_vehtype
0,338,default_vehtype
0,339,default_vehtype
0,340,default_vehtype
0,341,default_vehtype
0,342,default_vehtype
0,343,default_vehtype
0,344,default_vehtype
0,345,default_vehtype
0,346,default_vehtype
0,347,default_vehtype
0,348,default_vehtype
0,349,default_vehtype
0,350,default_vehtype
0,351,default_vehtype
0,352,default_vehtype
0,353,default_vehtype
0,354,default_vehtype
0,355,default_vehtype
0,356,default_vehtype
0,357,default_vehtype
0,358,default_vehtype
0,359,default_vehtype
0,360,default_vehtype
0,361,default_vehtype
0,362,default_vehtype
0,363,default_vehtype
0,364,default_vehtype
0,365,default_vehtype
0,366,default_vehtype
0,367,default_vehtype
0,368,default_vehtype
0,369,default_vehtype
0,370,default_vehtype
0,371,default_vehtype
0,372,default_vehtype
0,373,default_vehtype
0,374,default_vehtype
0,375,default_vehtype
0,376,default_vehtype
0,377,default_vehtype
0,378,default_vehtype
0,379,default_vehtype
0,380,default_vehtype
0,381,default_vehtype
0,382,default_vehtype
0,383,default_vehtype
0,384,default_vehtype
0,385,default_vehtype
0,386,default_vehtype
0,387,default_vehtype
0,388,default_vehtype
0,389,default_vehtype
0,390,default_vehtype
0,391,default_vehtype
0,392,default_vehtype
0,393,default_vehtype
0,394,default_vehtype
0,395,default_vehtype
0,396,default_vehtype
0,397,default_vehtype
0,398,default_vehtype
0,399,default_vehtype
