,request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state
32,2845,BasicRequest,1,25320,25320,4858;-1;-1,2944;-1;-1,,,,,2027.126644460629,36343.21599999999,0:t_wait:2032.9868056408632;t_drive:2327.12664446063;fare:3634,,,0.0,8.0,27352.986805640856,29680.113450101475,3634.0,0
33,2847,BasicRequest,1,27120,27120,4858;-1;-1,2944;-1;-1,,,,,2027.126644460629,36343.21599999999,0:t_wait:232.98680564085953;t_drive:2327.12664446063;fare:3634,,,0.0,8.0,27352.986805640856,29680.113450101475,3634.0,0
34,3039,BasicRequest,1,27360,27360,5130;-1;-1,2944;-1;-1,,,,,1363.4569196772527,25690.742999999995,0:t_wait:968.2262958758038;t_drive:1663.4569196772536;fare:2569,,,0.0,29.0,28328.2262958758,29991.683215553057,2569.0,0
35,3023,BasicRequest,1,28320,28320,5130;-1;-1,2944;-1;-1,,,,,1363.4569196772527,25690.742999999995,0:t_wait:8.226295875796495;t_drive:1663.4569196772536;fare:2569,,,0.0,29.0,28328.2262958758,29991.683215553057,2569.0,0
36,3033,BasicRequest,1,28320,28320,5130;-1;-1,2944;-1;-1,,,,,1363.4569196772527,25690.742999999995,0:t_wait:8.226295875796495;t_drive:1663.4569196772536;fare:2569,,,0.0,29.0,28328.2262958758,29991.683215553057,2569.0,0
37,3029,BasicRequest,1,28320,28320,5130;-1;-1,2944;-1;-1,,,,,1363.4569196772527,25690.742999999995,0:t_wait:8.226295875796495;t_drive:1663.4569196772536;fare:2569,,,0.0,29.0,28328.2262958758,29991.683215553057,2569.0,0
38,1085,BasicRequest,1,29040,29040,5712;-1;-1,2944;-1;-1,,,,,360.67434668337296,6278.558999999999,0:t_wait:366.50969360222007;t_drive:660.6743466833723;fare:627,,,0.0,20.0,29406.50969360221,30067.18404028557,627.0,0
39,473,BasicRequest,1,28980,28980,10047;-1;-1,2944;-1;-1,,,,,414.2583259144746,5629.360000000001,0:t_wait:402.16884554913486;t_drive:714.258325914474;fare:562,,,0.0,28.0,29382.16884554914,30096.42717146361,562.0,0
40,655,BasicRequest,1,27180,27180,10011;-1;-1,2944;-1;-1,,,,,590.4850718764126,11248.866000000002,0:t_wait:2144.2645424590737;t_drive:890.4850718764137;fare:1124,,,0.0,26.0,29324.264542459077,30214.74961433548,1124.0,0
41,487,BasicRequest,1,29100,29100,10060;-1;-1,2944;-1;-1,,,,,427.3237435185241,6064.819,0:t_wait:387.96437998517285;t_drive:727.3237435185256;fare:606,,,0.0,41.0,29487.964379985176,30215.28812350369,606.0,0
42,2321,BasicRequest,1,30240,30240,10335;-1;-1,2944;-1;-1,,,,,8072.6936256464,161964.56199999998,0:,,,,,,,,0
43,715,BasicRequest,1,28920,28920,10066;-1;-1,2944;-1;-1,,,,,544.244138553032,8701.984,0:t_wait:504.71639808156397;t_drive:844.2441385530328;fare:870,,,0.0,23.0,29424.71639808157,30268.960536634604,870.0,0
44,239,BasicRequest,1,25800,25800,10907;-1;-1,2944;-1;-1,,,,,1895.071123985063,38421.546,0:t_wait:1839.610798249385;t_drive:2195.0711239850643;fare:3842,,,0.0,14.0,27639.6107982494,30307.799242435285,3842.0,0
