,request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state
245,156,BasicRequest,1,33300,33300,2944;-1;-1,7262;-1;-1,,,,,3506.183156605899,66499.00799999999,0:t_wait:0;t_drive:3806.1831566058972;fare:6649,,,0.0,73.0,33300.0,37106.18315660591,6649.0,0
246,1481,BasicRequest,1,34440,34440,3019;-1;-1,2944;-1;-1,,,,,439.43494444097416,6817.544000000001,0:t_wait:1911.7537960466434;t_drive:739.4349444409745;fare:681,,,0.0,83.0,36351.75379604664,37091.18874048761,681.0,0
247,1863,BasicRequest,1,26820,26820,3130;-1;-1,2944;-1;-1,,,,,2820.700641645969,59496.316000000006,0:t_wait:2810.861640054063;t_drive:3120.70064164597;fare:5949,,,0.0,22.0,33724.66081700968,37145.36145865567,5949.0,0
248,2017,BasicRequest,1,31440,31440,3417;-1;-1,2944;-1;-1,,,,,3523.696836880505,71576.736,0:t_wait:1281.6646217751404;t_drive:4123.696836880503;fare:7157,,,0.0,22.0,32721.664621775144,37145.36145865567,7157.0,0
249,1819,BasicRequest,1,34500,34500,3105;-1;-1,2944;-1;-1,,,,,2047.2198312212167,44733.561,0:t_wait:298.1416274344301;t_drive:2347.2198312212204;fare:4473,,,0.0,22.0,34798.14162743443,37145.36145865567,4473.0,0
250,1069,BasicRequest,1,36240,36240,5712;-1;-1,2944;-1;-1,,,,,360.67434668337296,6278.558999999999,0:t_wait:366.5096936022237;t_drive:660.6743466833723;fare:627,,,0.0,10.0,36606.509693602224,37267.18404028561,627.0,0
251,343,BasicRequest,1,36600,36600,3007;-1;-1,2944;-1;-1,,,,,202.89709096774,2855.8479999999995,0:t_wait:181.33594534807344;t_drive:502.8970909677373;fare:285,,,0.0,25.0,36781.33594534809,37284.23303631583,285.0,0
252,280,BasicRequest,1,35100,35100,2944;-1;-1,9863;-1;-1,,,,,1346.1349601689858,23008.457,0:t_wait:0;t_drive:2181.7836940027482;fare:2300,,,0.0,34.0,35100.0,37281.78369400276,2300.0,0
253,1117,BasicRequest,1,36180,36180,10750;-1;-1,2944;-1;-1,,,,,407.1282308482329,5973.976000000001,0:t_wait:378.78833424426557;t_drive:707.1282308482332;fare:597,,,0.0,82.0,36558.78833424427,37265.91656509251,597.0,0
254,2980,BasicRequest,1,35100,35100,2944;-1;-1,5118;-1;-1,,,,,1379.21463025304,25221.644,0:t_wait:0;t_drive:1679.2146302530382;fare:2522,,,0.0,45.0,35100.0,37347.16746369944,2522.0,0
255,1937,BasicRequest,1,32040,32040,3284;-1;-1,2944;-1;-1,,,,,2544.1864547864634,57954.984,0:t_wait:2528.8733184548764;t_drive:2844.1864547864607;fare:5795,,,0.0,21.0,34568.87331845487,37413.05977324135,5795.0,0
256,3024,BasicRequest,1,34200,34200,2944;-1;-1,5130;-1;-1,,,,,968.2262958758032,17050.386000000002,0:t_wait:1515.8932970110036;t_drive:1709.4076449431814;fare:1705,,,0.0,33.0,35715.89329701102,37425.30094195421,1705.0,0
257,3030,BasicRequest,1,34200,34200,2944;-1;-1,5130;-1;-1,,,,,968.2262958758032,17050.386000000002,0:t_wait:1515.8932970110036;t_drive:1709.4076449431814;fare:1705,,,0.0,33.0,35715.89329701102,37425.30094195421,1705.0,0
258,989,BasicRequest,1,36060,36060,5937;-1;-1,2944;-1;-1,,,,,647.368264199565,10071.856,0:t_wait:496.6020506229106;t_drive:947.368264199562;fare:1007,,,0.0,19.0,36556.6020506229,37503.97031482248,1007.0,0
259,14,BasicRequest,1,34200,34200,2944;-1;-1,2375;-1;-1,,,,,2250.5622402644817,47915.80600000001,0:t_wait:0;t_drive:3350.711743342079;fare:4791,,,0.0,55.0,34200.0,37550.71174334211,4791.0,0
260,2361,BasicRequest,1,32580,32580,10340;-1;-1,2944;-1;-1,,,,,1493.6267378468517,30799.188,0:t_wait:2845.138557955819;t_drive:1793.6267378468547;fare:3079,,,0.0,64.0,35425.13855795584,37518.76529580268,3079.0,0
261,1273,BasicRequest,1,35940,35940,10742;-1;-1,2944;-1;-1,,,,,769.3188525680392,13827.252,0:t_wait:509.44644323465764;t_drive:1069.318852568038;fare:1382,,,0.0,64.0,36449.44644323466,37518.76529580268,1382.0,0
262,2197,BasicRequest,1,34080,34080,4085;-1;-1,2944;-1;-1,,,,,1526.8457267854053,25785.518000000004,0:t_wait:1637.992615434472;t_drive:1826.8457267854028;fare:2578,,,0.0,68.0,35717.99261543447,37544.83834221989,2578.0,0
263,2179,BasicRequest,1,34080,34080,4085;-1;-1,2944;-1;-1,,,,,1526.8457267854053,25785.518000000004,0:t_wait:1637.992615434472;t_drive:1826.8457267854028;fare:2578,,,0.0,68.0,35717.99261543447,37544.83834221989,2578.0,0
264,2581,BasicRequest,1,29880,29880,10542;-1;-1,2944;-1;-1,,,,,2987.0088530147805,64420.125,0:t_wait:4097.477020248989;t_drive:3287.008853014777;fare:6442,,,0.0,35.0,33977.477020249,37569.91151536098,6442.0,0
265,2551,BasicRequest,1,31320,31320,10528;-1;-1,2944;-1;-1,,,,,2681.268883533585,55257.706,0:t_wait:3268.6426318273734;t_drive:2981.2688835335866;fare:5525,,,0.0,35.0,34588.64263182737,37569.91151536098,5525.0,0
266,2021,BasicRequest,1,37620,37620,838;-1;-1,2944;-1;-1,,,,,13206.913761657064,318625.549,0:,,,,,,,,0
267,1589,BasicRequest,1,35280,35280,2950;-1;-1,2944;-1;-1,,,,,418.44447833296726,6394.414000000001,0:t_wait:427.49913589749485;t_drive:718.4444783329673;fare:639,,,0.0,18.0,37093.41570099001,37811.860179322975,639.0,0
268,1772,BasicRequest,1,36900,36900,2944;-1;-1,6323;-1;-1,,,,,465.1629443490186,7187.44,0:t_wait:139.37149109055463;t_drive:765.1629443490165;fare:718,,,0.0,42.0,37039.37149109056,37804.53443543957,718.0,0
269,1778,BasicRequest,1,36900,36900,2944;-1;-1,6323;-1;-1,,,,,465.1629443490186,7187.44,0:t_wait:139.37149109055463;t_drive:765.1629443490165;fare:718,,,0.0,42.0,37039.37149109056,37804.53443543957,718.0,0
270,1503,BasicRequest,1,35340,35340,3019;-1;-1,2944;-1;-1,,,,,439.43494444097416,6817.544000000001,0:t_wait:440.2701189088766;t_drive:739.4349444409745;fare:681,,,0.0,76.0,37113.62628700693,37853.0612314479,681.0,0
271,1394,BasicRequest,1,36900,36900,2944;-1;-1,3013;-1;-1,,,,,643.2807026450823,10161.131,0:t_wait:48.408012170606526;t_drive:943.2807026450828;fare:1016,,,0.0,11.0,36948.40801217061,37891.68871481569,1016.0,0
272,1398,BasicRequest,1,36900,36900,2944;-1;-1,3013;-1;-1,,,,,643.2807026450823,10161.131,0:t_wait:48.408012170606526;t_drive:943.2807026450828;fare:1016,,,0.0,11.0,36948.40801217061,37891.68871481569,1016.0,0
273,1418,BasicRequest,1,36900,36900,2944;-1;-1,3013;-1;-1,,,,,643.2807026450823,10161.131,0:t_wait:48.408012170606526;t_drive:943.2807026450828;fare:1016,,,0.0,11.0,36948.40801217061,37891.68871481569,1016.0,0
274,2191,BasicRequest,1,32280,32280,4085;-1;-1,2944;-1;-1,,,,,1526.8457267854053,25785.518000000004,0:t_wait:3477.244994116838;t_drive:1826.8457267854028;fare:2578,,,0.0,29.0,35757.24499411684,37906.13520359894,2578.0,0
275,2051,BasicRequest,1,35820,35820,4189;-1;-1,2944;-1;-1,,,,,894.5725002914795,17251.868,0:t_wait:891.5627033074634;t_drive:1194.572500291477;fare:1725,,,0.0,29.0,36711.56270330746,37906.13520359894,1725.0,0
276,3040,BasicRequest,1,33300,33300,2944;-1;-1,5130;-1;-1,,,,,968.2262958758032,17050.386000000002,0:t_wait:2980.551008974471;t_drive:1268.2262958758001;fare:1705,,,0.0,69.0,36623.97747865896,37892.20377453477,1705.0,0
277,1234,BasicRequest,1,36900,36900,2944;-1;-1,10088;-1;-1,,,,,671.754919129427,10693.832,0:t_wait:0;t_drive:971.7549191294238;fare:1069,,,0.0,89.0,36900.0,37871.75491912943,1069.0,0
278,306,BasicRequest,1,34200,34200,2944;-1;-1,9907;-1;-1,,,,,3432.352500625576,74123.89100000003,0:t_wait:0;t_drive:3732.352500625573;fare:7412,,,0.0,79.0,34200.0,37932.35250062557,7412.0,0
279,1913,BasicRequest,1,27120,27120,3308;-1;-1,2944;-1;-1,,,,,3881.662140166199,89028.426,0:t_wait:6734.507331880421;t_drive:4181.662140166198;fare:8902,,,0.0,8.0,33854.50733188038,38036.169472046575,8902.0,0
280,1030,BasicRequest,1,32400,32400,2944;-1;-1,2980;-1;-1,,,,,450.3519598381587,7626.731000000002,0:t_wait:2555.161513324332;t_drive:750.3519598381608;fare:762,,,0.0,56.0,37253.96769727119,38004.31965710935,762.0,0
281,2589,BasicRequest,1,25380,25380,10572;-1;-1,2944;-1;-1,,,,,6237.971713823346,141558.398,0:t_wait:6178.73938481159;t_drive:6537.971713823346;fare:14155,,,0.0,9.0,31558.739384811597,38096.711098634936,14155.0,0
282,2425,BasicRequest,1,29580,29580,11902;-1;-1,2944;-1;-1,,,,,2693.8907123074305,54625.104,0:t_wait:4833.792090396899;t_drive:2993.8907123074314;fare:5462,,,0.0,31.0,35095.75962139744,38089.65033370487,5462.0,0
283,2453,BasicRequest,1,33060,33060,12514;-1;-1,2944;-1;-1,,,,,2709.216881585987,60457.19000000001,0:t_wait:1354.5349223242374;t_drive:3675.1154113806333;fare:6045,,,0.0,31.0,34414.534922324245,38089.65033370487,6045.0,0
284,1673,BasicRequest,1,36540,36540,6968;-1;-1,2944;-1;-1,,,,,635.7403684889254,10073.012000000002,0:t_wait:634.4145104319687;t_drive:935.7403684889287;fare:1007,,,0.0,88.0,37174.41451043198,38110.15487892091,1007.0,0
285,846,BasicRequest,1,36900,36900,2944;-1;-1,3022;-1;-1,,,,,644.1682071189549,10175.414,0:t_wait:48.408012170606526;t_drive:1244.168207118957;fare:1017,,,0.0,11.0,36948.40801217061,38192.57621928956,1017.0,0
286,2342,BasicRequest,1,34200,34200,2944;-1;-1,7898;-1;-1,,,,,3711.56329277052,82170.172,0:t_wait:0;t_drive:4011.563292770523;fare:8217,,,0.0,78.0,34200.0,38211.56329277053,8217.0,0
287,1106,BasicRequest,1,36000,36000,2944;-1;-1,10750;-1;-1,,,,,378.788334244266,6381.464,0:t_wait:1519.856787841527;t_drive:678.7883342442656;fare:638,,,0.0,86.0,37519.85678784154,38198.64512208581,638.0,0
288,599,BasicRequest,1,33780,33780,2903;-1;-1,2944;-1;-1,,,,,330.52809671873405,4811.423000000001,0:t_wait:464.990297972392;t_drive:630.5280967187355;fare:481,,,0.0,4.0,37621.80238306776,38252.33047978649,481.0,0
289,2407,BasicRequest,1,33780,33780,10365;-1;-1,2944;-1;-1,,,,,1882.332401236939,40083.45,0:t_wait:1822.9229269730567;t_drive:2649.4075528134417;fare:4008,,,0.0,4.0,35602.92292697306,38252.33047978649,4008.0,0
290,2299,BasicRequest,1,26940,26940,6394;-1;-1,2944;-1;-1,,,,,4041.730272207279,95660.46400000002,0:t_wait:6126.5284570918375;t_drive:4341.730272207278;fare:9566,,,0.0,24.0,33366.52845709182,38250.44150848559,9566.0,0
291,2775,BasicRequest,1,36420,36420,5910;-1;-1,2944;-1;-1,,,,,955.7713256717296,16839.322,0:t_wait:574.6701828138466;t_drive:1255.7713256717325;fare:1683,,,0.0,24.0,36994.670182813854,38250.44150848559,1683.0,0
292,2313,BasicRequest,1,27240,27240,11610;-1;-1,2944;-1;-1,,,,,5378.940387801287,120172.61300000004,0:t_wait:5355.878840436326;t_drive:5678.940387801293;fare:12017,,,0.0,27.0,32595.87884043633,38274.81922823763,12017.0,0
293,480,BasicRequest,1,33300,33300,2944;-1;-1,10047;-1;-1,,,,,402.1688455491359,5388.678000000001,0:t_wait:3654.7290378287435;t_drive:702.1688455491385;fare:538,,,0.0,68.0,37544.83834221989,38247.00718776904,538.0,0
294,1495,BasicRequest,1,37140,37140,3019;-1;-1,2944;-1;-1,,,,,439.43494444097416,6817.544000000001,0:t_wait:440.2701189088766;t_drive:739.4349444409745;fare:681,,,0.0,15.0,37580.27011890887,38319.70506334984,681.0,0
295,431,BasicRequest,1,37500,37500,3028;-1;-1,2944;-1;-1,,,,,100.0934860791131,1298.014,0:t_wait:406.23860205863457;t_drive:400.0934860791167;fare:129,,,0.0,19.0,37906.23860205864,38306.33208813775,129.0,0
296,348,BasicRequest,1,37800,37800,2944;-1;-1,3007;-1;-1,,,,,181.3359453480748,2678.7919999999995,0:t_wait:53.061231447900354;t_drive:481.33594534807344;fare:267,,,0.0,76.0,37853.0612314479,38334.39717679599,267.0,0
297,2115,BasicRequest,1,35520,35520,7003;-1;-1,2944;-1;-1,,,,,1256.8505773708016,22773.596,0:t_wait:1222.3759755341525;t_drive:1556.850577370802;fare:2277,,,0.0,85.0,36742.37597553415,38299.22655290496,2277.0,0
298,1045,BasicRequest,1,30240,30240,10105;-1;-1,2944;-1;-1,,,,,777.7178126902754,11612.436000000002,0:t_wait:7037.317018123154;t_drive:1077.7178126902727;fare:1161,,,0.0,1.0,37277.317018123176,38355.034830813456,1161.0,0
299,1284,BasicRequest,1,32400,32400,2944;-1;-1,9947;-1;-1,,,,,1098.9676081776763,21357.259,0:t_wait:2164.1606213111663;t_drive:1398.967608177678;fare:2135,,,0.0,60.0,36987.89642045157,38386.86402862925,2135.0,0
300,1360,BasicRequest,1,33300,33300,2944;-1;-1,3014;-1;-1,,,,,516.6024678743784,8318.949000000002,0:t_wait:3883.870388367046;t_drive:816.6024678743779;fare:831,,,0.0,70.0,37554.43540557832,38371.03787345269,831.0,0
301,1961,BasicRequest,1,38400,38400,12392;-1;-1,2944;-1;-1,,,,,10720.80242938241,249034.8370000001,0:,,,,,,,,0
302,843,BasicRequest,1,33420,33420,3022;-1;-1,2944;-1;-1,,,,,593.5259374642842,9186.113999999998,0:t_wait:2449.6611155609717;t_drive:893.5259374642847;fare:918,,,0.0,74.0,37511.765488705656,38405.29142616996,918.0,0
303,1125,BasicRequest,1,34380,34380,10750;-1;-1,2944;-1;-1,,,,,407.1282308482329,5973.976000000001,0:t_wait:3429.2196974274993;t_drive:707.1282308482332;fare:597,,,0.0,13.0,37809.21969742752,38516.34792827576,597.0,0
304,444,BasicRequest,1,37800,37800,2944;-1;-1,10119;-1;-1,,,,,369.4856310679246,5202.8640000000005,0:t_wait:11.860179322975455;t_drive:669.4856310679243;fare:520,,,0.0,18.0,37811.860179322975,38481.34581039091,520.0,0
305,613,BasicRequest,1,36960,36960,10011;-1;-1,2944;-1;-1,,,,,590.4850718764126,11248.866000000002,0:t_wait:636.2858235386375;t_drive:890.4850718764137;fare:1124,,,0.0,28.0,37596.28582353864,38486.770895415066,1124.0,0
306,135,BasicRequest,1,32880,32880,9601;-1;-1,2944;-1;-1,,,,,2467.907750036363,47917.125,0:t_wait:2495.866495633076;t_drive:2767.9077500363637;fare:4791,,,0.0,46.0,35375.86649563308,38477.05478132706,4791.0,0
307,79,BasicRequest,1,35040,35040,10756;-1;-1,2944;-1;-1,,,,,1595.7211047148517,32326.403,0:t_wait:1541.333676612201;t_drive:1895.7211047148521;fare:3232,,,0.0,46.0,36581.3336766122,38477.05478132706,3232.0,0
308,1236,BasicRequest,1,36000,36000,2944;-1;-1,10742;-1;-1,,,,,729.908213841141,12818.131999999996,0:t_wait:1479.7050633498511;t_drive:1029.9082138411395;fare:1281,,,0.0,48.0,37479.70506334984,38509.61327719098,1281.0,0
309,1254,BasicRequest,1,36000,36000,2944;-1;-1,10742;-1;-1,,,,,729.908213841141,12818.131999999996,0:t_wait:1479.7050633498511;t_drive:1029.9082138411395;fare:1281,,,0.0,48.0,37479.70506334984,38509.61327719098,1281.0,0
310,1062,BasicRequest,1,36000,36000,2944;-1;-1,5712;-1;-1,,,,,366.5096936022218,6493.415,0:t_wait:1580.2029095460675;t_drive:666.5096936022237;fare:649,,,0.0,40.0,37880.20290954608,38546.7126031483,649.0,0
311,2986,BasicRequest,1,36900,36900,2944;-1;-1,5087;-1;-1,,,,,1187.8498960960198,22170.17,0:t_wait:137.20412998245592;t_drive:1487.8498960960205;fare:2217,,,0.0,41.0,37037.20412998246,38525.05402607849,2217.0,0
312,129,BasicRequest,1,33300,33300,10948;-1;-1,2944;-1;-1,,,,,1879.460688188873,39049.079,0:t_wait:1909.0771781012372;t_drive:2179.460688188876;fare:3904,,,0.0,72.0,36375.75252129904,38555.21320948791,3904.0,0
313,679,BasicRequest,1,35160,35160,10054;-1;-1,2944;-1;-1,,,,,704.233884521482,12170.767999999998,0:t_wait:2375.1376065690492;t_drive:1004.2338845214836;fare:1217,,,0.0,75.0,37535.13760656906,38539.37149109056,1217.0,0
314,457,BasicRequest,1,36240,36240,10119;-1;-1,2944;-1;-1,,,,,363.8705370301306,4998.65,0:t_wait:369.48563106792426;t_drive:663.8705370301323;fare:499,,,0.0,10.0,37936.66967135354,38600.54020838368,499.0,0
315,2460,BasicRequest,1,32400,32400,2944;-1;-1,12514;-1;-1,,,,,2679.805884495484,59540.999,0:t_wait:2099.2270664091775;t_drive:4091.035500330807;fare:5954,,,0.0,63.0,34499.22706640916,38590.26256673996,5954.0,0
316,1726,BasicRequest,1,37800,37800,2944;-1;-1,6422;-1;-1,,,,,491.1607616753549,7131.368,0:t_wait:18.765295802681067;t_drive:791.1607616753536;fare:713,,,0.0,64.0,37818.76529580268,38609.92605747805,713.0,0
317,1566,BasicRequest,1,33300,33300,2944;-1;-1,3031;-1;-1,,,,,520.0667182697166,8370.995000000003,0:t_wait:3883.870388367046;t_drive:1123.8318402514633;fare:837,,,0.0,70.0,37554.43540557832,38678.26724582977,837.0,0
318,1552,BasicRequest,1,33300,33300,2944;-1;-1,3031;-1;-1,,,,,520.0667182697166,8370.995000000003,0:t_wait:4254.435405578297;t_drive:1123.8318402514633;fare:837,,,0.0,70.0,37554.43540557832,38678.26724582977,837.0,0
319,2962,BasicRequest,1,38700,38700,2944;-1;-1,12174;-1;-1,,,,,inf,inf,0:,,,,,,,,0
320,289,BasicRequest,1,22560,22560,9986;-1;-1,2944;-1;-1,,,,,7102.144355827712,144838.86000000004,0:t_wait:7067.826065855279;t_drive:7402.144355827713;fare:14483,,,0.0,0.0,29627.826065855294,38700.92789637548,14483.0,0
321,2497,BasicRequest,1,29220,29220,10469;-1;-1,2944;-1;-1,,,,,4590.790058276054,93098.299,0:t_wait:4590.1378380994065;t_drive:4890.790058276056;fare:9309,,,0.0,0.0,33810.137838099414,38700.92789637548,9309.0,0
322,1211,BasicRequest,1,34440,34440,10017;-1;-1,2944;-1;-1,,,,,554.1076300054582,8621.367,0:t_wait:3432.2545926964303;t_drive:854.1076300054556;fare:862,,,0.0,83.0,37872.25459269642,38726.36222270189,862.0,0
323,1037,BasicRequest,1,36120,36120,2980;-1;-1,2944;-1;-1,,,,,444.3918710111103,7413.904,0:t_wait:450.35195983816084;t_drive:744.3918710111102;fare:741,,,0.0,6.0,38062.8133391331,38807.20521014421,741.0,0
324,2749,BasicRequest,1,36120,36120,5574;-1;-1,2944;-1;-1,,,,,1039.4712364939633,18511.566,0:t_wait:1047.7339736502254;t_drive:1639.4712364939624;fare:1851,,,0.0,6.0,37167.73397365025,38807.20521014421,1851.0,0
325,2751,BasicRequest,1,36120,36120,5574;-1;-1,2944;-1;-1,,,,,1039.4712364939633,18511.566,0:t_wait:1047.7339736502254;t_drive:1639.4712364939624;fare:1851,,,0.0,6.0,37167.73397365025,38807.20521014421,1851.0,0
326,1739,BasicRequest,1,37020,37020,2967;-1;-1,2944;-1;-1,,,,,566.7748615940052,9249.51,0:t_wait:618.1475298490186;t_drive:866.7748615940072;fare:924,,,0.0,23.0,37638.14752984901,38804.92239144301,924.0,0
327,1745,BasicRequest,1,37920,37920,2967;-1;-1,2944;-1;-1,,,,,566.7748615940052,9249.51,0:t_wait:18.14752984900406;t_drive:866.7748615940072;fare:924,,,0.0,23.0,37938.14752984901,38804.92239144301,924.0,0
328,2782,BasicRequest,1,32400,32400,2944;-1;-1,5910;-1;-1,,,,,959.1693170402802,17027.640000000003,0:t_wait:2555.161513324332;t_drive:1559.1693170402796;fare:1702,,,0.0,56.0,37253.96769727119,38813.13701431149,1702.0,0
329,2515,BasicRequest,1,31440,31440,8031;-1;-1,2944;-1;-1,,,,,2680.0722280966797,57782.390000000014,0:t_wait:2689.9870165215543;t_drive:2980.07222809668;fare:5778,,,0.0,37.0,35890.26998592117,38870.34221401787,5778.0,0
330,2523,BasicRequest,1,32220,32220,8048;-1;-1,2944;-1;-1,,,,,3388.978359174096,70504.88000000003,0:t_wait:2620.8669715837095;t_drive:4029.4752424341277;fare:7050,,,0.0,37.0,34840.866971583724,38870.34221401787,7050.0,0
331,2511,BasicRequest,1,33240,33240,8031;-1;-1,2944;-1;-1,,,,,2680.0722280966797,57782.390000000014,0:t_wait:2650.269985921157;t_drive:2980.07222809668;fare:5778,,,0.0,37.0,35890.26998592117,38870.34221401787,5778.0,0
332,3035,BasicRequest,1,30120,30120,5130;-1;-1,2944;-1;-1,,,,,1363.4569196772527,25690.742999999995,0:t_wait:968.2262958758038;t_drive:1663.4569196772536;fare:2569,,,0.0,49.0,37212.14209401017,38875.599013687424,2569.0,0
333,157,BasicRequest,1,30120,30120,7262;-1;-1,2944;-1;-1,,,,,3504.923576608803,66469.546,0:t_wait:3506.1831566058972;t_drive:5249.415857081505;fare:6646,,,0.0,49.0,33626.1831566059,38875.599013687424,6646.0,0
334,1799,BasicRequest,1,38880,38880,6323;-1;-1,2944;-1;-1,,,,,inf,inf,0:,,,,,,,,0
335,1266,BasicRequest,1,37800,37800,2944;-1;-1,10742;-1;-1,,,,,729.908213841141,12818.131999999996,0:t_wait:69.91151536098187;t_drive:1029.9082138411395;fare:1281,,,0.0,35.0,37869.91151536098,38899.81972920213,1281.0,0
336,219,BasicRequest,1,31980,31980,9849;-1;-1,2944;-1;-1,,,,,1741.8524822744855,36200.953,0:t_wait:1713.2145394045656;t_drive:2041.8524822744876;fare:3620,,,0.0,59.0,36903.32529401277,38945.17777628726,3620.0,0
337,241,BasicRequest,1,33000,33000,10907;-1;-1,2944;-1;-1,,,,,1895.071123985063,38421.546,0:t_wait:1839.610798249385;t_drive:2195.0711239850643;fare:3842,,,0.0,66.0,36745.121988006285,38940.19311199136,3842.0,0
338,651,BasicRequest,1,36180,36180,10011;-1;-1,2944;-1;-1,,,,,590.4850718764126,11248.866000000002,0:t_wait:539.776793506302;t_drive:890.4850718764137;fare:1124,,,0.0,82.0,38105.693358598815,38996.17843047525,1124.0,0
339,427,BasicRequest,1,38400,38400,3028;-1;-1,2944;-1;-1,,,,,100.0934860791131,1298.014,0:t_wait:252.7097957217411;t_drive:400.0934860791167;fare:129,,,0.0,24.0,38652.70979572175,39052.80328180086,129.0,0
340,2251,BasicRequest,1,36480,36480,4175;-1;-1,2944;-1;-1,,,,,1154.7352679104033,21748.748,0:t_wait:1155.375486697776;t_drive:1454.7352679104006;fare:2174,,,0.0,20.0,37635.37548669778,39090.11075460819,2174.0,0
341,2253,BasicRequest,1,36480,36480,4175;-1;-1,2944;-1;-1,,,,,1154.7352679104033,21748.748,0:t_wait:1155.375486697776;t_drive:1454.7352679104006;fare:2174,,,0.0,20.0,37635.37548669778,39090.11075460819,2174.0,0
342,3036,BasicRequest,1,36000,36000,2944;-1;-1,5130;-1;-1,,,,,968.2262958758032,17050.386000000002,0:t_wait:1805.4929084420146;t_drive:1268.2262958758001;fare:1705,,,0.0,87.0,37805.49290844203,39073.71920431784,1705.0,0
343,2504,BasicRequest,1,35100,35100,2944;-1;-1,6628;-1;-1,,,,,2248.511018674176,48065.850000000006,0:t_wait:1632.123400992612;t_drive:2548.511018674173;fare:4806,,,0.0,14.0,36732.12340099262,39280.63441966682,4806.0,0
344,2548,BasicRequest,1,35100,35100,2944;-1;-1,10523;-1;-1,,,,,2981.7227696932964,63281.94900000001,0:t_wait:0;t_drive:3281.722769693297;fare:6328,,,0.0,47.0,35100.0,39296.39468186985,6328.0,0
345,522,BasicRequest,1,38700,38700,2944;-1;-1,5740;-1;-1,,,,,339.1329254276872,4919.218,0:t_wait:0;t_drive:639.1329254276861;fare:491,,,0.0,19.0,38700.0,39339.13292542768,491.0,0
346,45,BasicRequest,1,32940,32940,2370;-1;-1,2944;-1;-1,,,,,2774.4629364027837,55961.326,0:t_wait:2746.2259983512195;t_drive:3074.462936402786;fare:5596,,,0.0,65.0,35686.225998351256,39403.94219241001,5596.0,0
347,33,BasicRequest,1,34800,34800,2382;-1;-1,2944;-1;-1,,,,,1856.1268052811747,38379.47900000001,0:t_wait:2108.449208928825;t_drive:2156.126805281172;fare:3837,,,0.0,65.0,36908.44920892885,39403.94219241001,3837.0,0
348,415,BasicRequest,1,34800,34800,3028;-1;-1,2944;-1;-1,,,,,100.0934860791131,1298.014,0:t_wait:4203.848706330871;t_drive:400.0934860791167;fare:129,,,0.0,65.0,39003.8487063309,39403.94219241001,129.0,0
349,425,BasicRequest,1,34800,34800,3028;-1;-1,2944;-1;-1,,,,,100.0934860791131,1298.014,0:t_wait:4203.848706330871;t_drive:400.0934860791167;fare:129,,,0.0,65.0,39003.8487063309,39403.94219241001,129.0,0
350,1610,BasicRequest,1,38700,38700,2944;-1;-1,2950;-1;-1,,,,,427.4991358974962,6532.039,0:t_wait:0.9278963754768483;t_drive:727.4991358974949;fare:653,,,0.0,0.0,38700.92789637548,39428.42703227297,653.0,0
351,790,BasicRequest,1,38700,38700,2944;-1;-1,9939;-1;-1,,,,,452.3155588328448,6994.254000000002,0:t_wait:0;t_drive:752.3155588328445;fare:699,,,0.0,27.0,38700.0,39452.315558832845,699.0,0
352,963,BasicRequest,1,38040,38040,2998;-1;-1,2944;-1;-1,,,,,454.80925700631,6894.3820000000005,0:t_wait:627.2192436036348;t_drive:754.809257006309;fare:689,,,0.0,29.0,38667.21924360364,39422.02850060996,689.0,0
353,1748,BasicRequest,1,33300,33300,2944;-1;-1,2967;-1;-1,,,,,580.4533852657621,9273.166,0:t_wait:0;t_drive:880.4533852657623;fare:927,,,0.0,72.0,38555.21320948791,39435.66659475366,927.0,0
354,1558,BasicRequest,1,38700,38700,2944;-1;-1,3031;-1;-1,,,,,520.0667182697166,8370.995000000003,0:t_wait:0;t_drive:820.0667182697143;fare:837,,,0.0,1.0,38700.0,39520.066718269714,837.0,0
355,1546,BasicRequest,1,38700,38700,2944;-1;-1,3031;-1;-1,,,,,520.0667182697166,8370.995000000003,0:t_wait:0;t_drive:820.0667182697143;fare:837,,,0.0,1.0,38700.0,39520.066718269714,837.0,0
356,1879,BasicRequest,1,35640,35640,9175;-1;-1,2944;-1;-1,,,,,1787.8748732920003,36416.31400000001,0:t_wait:1786.1690706106165;t_drive:2087.8748732919994;fare:3641,,,0.0,26.0,37426.169070610624,39514.04394390264,3641.0,0
357,1881,BasicRequest,1,35640,35640,9175;-1;-1,2944;-1;-1,,,,,1787.8748732920003,36416.31400000001,0:t_wait:1786.1690706106165;t_drive:2087.8748732919994;fare:3641,,,0.0,26.0,37426.169070610624,39514.04394390264,3641.0,0
358,1351,BasicRequest,1,38100,38100,3014;-1;-1,2944;-1;-1,,,,,515.5209331182366,8484.258,0:t_wait:271.03787345270393;t_drive:1129.2670272520263;fare:848,,,0.0,70.0,38371.03787345269,39500.30490070472,848.0,0
359,1698,BasicRequest,1,38700,38700,2944;-1;-1,6422;-1;-1,,,,,491.1607616753549,7131.368,0:t_wait:0;t_drive:791.1607616753536;fare:713,,,0.0,85.0,38700.0,39491.16076167537,713.0,0
360,1874,BasicRequest,1,39600,39600,2944;-1;-1,6681;-1;-1,,,,,inf,inf,0:,,,,,,,,0
