,operator_id,vehicle_id,final_soc,final_node_index,final_time
0,0,0,0.43034602556565327,1174,30.0
1,0,1,0.6433577572996688,6192,0.0
2,0,2,0.9121044595587189,5199,0.0
3,0,3,0.8610846062642848,5311,1455.7219026810053
4,0,4,0.7315685119637625,887,0.0
5,0,5,0.5532327268697215,7547,0.0
6,0,6,0.7753579618701821,1608,0.0
7,0,7,0.8554336669910398,5881,0.0
8,0,8,0.8920851622881051,6500,0.0
9,0,9,0.9122420201839339,677,0.0
10,0,10,0.6792088419764516,887,0.0
11,0,11,0.6524034583238519,7899,0.0
12,0,12,0.5624950223780147,3562,0.0
13,0,13,0.6708584041780973,7547,942.4642952198919
14,0,14,0.49821981444249624,5238,0.0
15,0,15,0.7134957172179281,5106,0.0
16,0,16,0.4470151518275665,11447,0.0
17,0,17,0.8213300587148805,4541,223.50864148899564
18,0,18,0.6300392085573361,11447,0.0
19,0,19,0.6088244344239458,11010,0.0
20,0,20,0.6910022057984494,223,0.0
21,0,21,0.4828003157705131,7173,735.8941274160316
22,0,22,0.7279797256860759,1521,97.66197184698831
23,0,23,0.7099129855772859,5681,30.0
24,0,24,0.4631202903965307,1521,0.0
25,0,25,0.5619637502052195,5106,0.0
26,0,26,0.5203832654875601,7899,0.0
27,0,27,0.6486332989311603,887,0.0
28,0,28,0.561454915427566,5881,0.0
29,0,29,0.5346592738301893,677,0.0
30,0,30,0.7296551952256133,11447,297.60071547298867
31,0,31,0.4256322960962724,9377,388.9273590800003
32,0,32,0.840051346273969,7547,0.0
33,0,33,0.48466896690658384,5881,0.0
34,0,34,0.7553207229285668,10301,0.0
35,0,35,0.6419646299267908,8357,468.2183959599788
36,0,36,0.5486953360008003,1608,0.0
37,0,37,0.6770477239734689,3699,143.1478638680419
38,0,38,0.5467829110872545,7547,0.0
39,0,39,0.7571124683090791,1521,0.0
40,0,40,0.7381192478148175,63,0.0
41,0,41,0.7339691497359353,4074,723.5674502930342
42,0,42,0.4847473083274267,10159,0.0
43,0,43,0.9075451832584922,4994,0.0
44,0,44,0.4548787452945529,11010,1476.2604075400013
45,0,45,0.7077879638488805,10186,302.1490922520752
46,0,46,0.5078860778035588,10159,0.0
47,0,47,0.8454269076611197,10159,0.0
48,0,48,0.5526684419851976,4994,0.0
49,0,49,0.5497899447698895,11447,0.0
50,0,50,0.7742026587388837,11447,0.0
51,0,51,0.7335888487498752,3160,350.078005169009
52,0,52,0.4515441825146361,4994,0.0
53,0,53,0.7127403099428451,4994,302.07266841307865
54,0,54,0.6043013905391825,7899,0.0
55,0,55,0.6305958905952624,6141,30.0
56,0,56,0.7101697707744551,5410,591.6678226459771
57,0,57,0.5156111723307186,1608,0.0
58,0,58,0.8057404495171085,8002,0.0
59,0,59,0.7590337704818395,185,0.0
60,0,60,0.8529103879841072,7899,0.0
61,0,61,0.8950326495463407,955,601.1464313559991
62,0,62,0.7325384102725219,10159,0.0
63,0,63,0.7289790950240859,7899,0.0
64,0,64,0.48085894917401384,1608,0.0
65,0,65,0.6234150865634812,1174,995.8468302619876
66,0,66,0.8877807037927916,8002,2260.800806685016
67,0,67,0.772689803451742,4428,0.0
68,0,68,0.5570995399960814,10914,282.8004233709944
69,0,69,0.6525868052390348,8210,0.0
70,0,70,0.8163397804432275,10159,0.0
71,0,71,0.7696028541850101,8658,0.0
72,0,72,0.8646469562963053,8357,0.0
73,0,73,0.8979211339247927,10186,0.0
74,0,74,0.46623438337922074,8210,0.0
75,0,75,0.8884089065723372,1608,0.0
76,0,76,0.6144278231641043,4955,324.52342875990144
77,0,77,0.47807643564698243,5106,0.0
78,0,78,0.6406908264728839,1521,0.0
79,0,79,0.8909087724919672,4428,0.0
80,0,80,0.7320918232379398,5106,0.0
81,0,81,0.43832184969374643,4994,0.0
82,0,82,0.7167269936072963,4428,0.0
83,0,83,0.8528819136234087,7899,0.0
84,0,84,0.48476456303711934,4420,2125.0875432810135
85,0,85,0.6359255429169871,4994,0.0
86,0,86,0.7846193614862106,4428,0.0
87,0,87,0.4825760282821509,185,0.0
88,0,88,0.876242825807837,4994,0.0
89,0,89,0.7472459577333289,5881,0.0
90,0,90,0.6099117948304815,185,0.0
91,0,91,0.5709958995372743,8210,0.0
92,0,92,0.5847837443398018,1521,0.0
93,0,93,0.6034855590713112,6141,0.0
94,0,94,0.8509182612355651,4428,0.0
95,0,95,0.43168220673030744,8245,0.0
96,0,96,0.778889536859282,1174,0.0
97,0,97,0.7332368346419221,5255,0.0
98,0,98,0.4685821523507708,8210,0.0
99,0,99,0.4560105739271605,1174,0.0
