sim_time,reservation_time_trigger,user_requests
0,0.0,0.13405
60,0.0,0.0
120,0.0,0.16386
180,0.0,0.23748
240,0.0,0.80952
300,0.0,0.0
360,0.0,0.9788700000000001
420,0.0,2.01251
480,0.0,1.9037899999999999
540,0.0,0.0
600,0.0,2.50617
660,0.0,0.0
720,0.0,0.5894
780,0.0,1.61322
840,0.0,3.19866
900,0.0,0.73941
960,0.0,1.08326
1020,0.0,0.89353
1080,0.0,1.60181
1140,0.0,0.89415
1200,0.0,3.16803
1260,0.0,1.67668
1320,0.0,0.83894
1380,0.0,0.0
1440,0.0,1.12705
1500,0.0,0.0
1560,0.0,0.83827
1620,0.0,0.0
1680,0.0,0.75627
1740,0.0,1.56861
1800,0.0,0.34835
1860,0.0,0.73067
1920,0.0,0.99922
1980,0.0,1.9657900000000001
2040,0.0,2.59969
2100,0.0,1.18134
2160,0.0,0.28608
2220,0.0,0.79391
2280,0.0,0.0
2340,0.0,0.55867
2400,0.0,0.0
2460,0.0,0.34467
2520,0.0,0.33381
2580,0.0,0.0
2640,0.0,2.53742
2700,0.0,0.6340399999999999
2760,0.0,1.52168
2820,0.0,0.9203600000000001
2880,0.0,0.63165
2940,0.0,0.0
3000,0.0,0.43406
3060,0.0,0.46479
3120,0.0,0.8788499999999999
3180,0.0,0.16965
3240,0.0,0.21907
3300,0.0,1.29866
3360,0.0,0.92583
3420,0.0,0.27299
3480,0.0,0.39109
3540,0.0,0.46552
3600,0.0,0.58341
3660,0.0,0.85706
3720,0.0,1.06563
3780,0.0,0.38316
3840,0.0,0.55373
3900,0.0,0.95618
3960,0.0,1.18923
4020,0.0,0.42472
4080,0.0,0.0
4140,0.0,0.13573
4200,0.0,1.5831399999999998
4260,0.0,1.49057
4320,0.0,2.17277
4380,0.0,1.4017
4440,0.0,0.28946
4500,0.0,1.2725
4560,0.0,0.7196
4620,0.0,1.44756
4680,0.0,0.40696
4740,0.0,0.0
4800,0.0,0.27358
4860,0.0,0.29228
4920,0.0,1.35104
4980,0.0,1.1412
5040,0.0,0.0
5100,0.0,0.61581
5160,0.0,0.0
5220,0.0,1.17575
5280,0.0,0.28303
5340,0.0,0.57117
5400,0.0,0.0
5460,0.0,0.0
5520,0.0,0.0
5580,0.0,0.15395
5640,0.0,1.35166
5700,0.0,0.49845
5760,0.0,0.9037000000000001
5820,0.0,0.1516
5880,0.0,0.0
5940,0.0,0.74517
6000,0.0,0.0
6060,0.0,0.46458999999999995
6120,0.0,0.8111999999999999
6180,0.0,0.26418
6240,0.0,0.0
6300,0.0,0.25674
6360,0.0,0.86467
6420,0.0,0.9181
6480,0.0,0.19717
6540,0.0,0.79386
6600,0.0,0.7647
6660,0.0,0.50711
6720,0.0,0.17501
6780,0.0,0.19403
6840,0.0,0.2649
6900,0.0,0.92271
6960,0.0,0.593
7020,0.0,0.20499
7080,0.0,0.14969
7140,0.0,0.93404
7200,0.0,0.0
7260,0.0,0.0
7320,0.0,0.11338
7380,0.0,0.43098000000000003
7440,0.0,0.25887
7500,0.0,1.11577
7560,0.0,0.22298
7620,0.0,0.30896
7680,0.0,0.0
7740,0.0,0.68914
7800,0.0,0.20609
7860,0.0,0.46608
7920,0.0,0.19069
7980,0.0,0.45411999999999997
8040,0.0,0.5171
8100,0.0,0.0
8160,0.0,0.24753
8220,0.0,0.52268
8280,0.0,0.38728
8340,0.0,0.73249
8400,0.0,0.81869
8460,0.0,1.3100999999999998
8520,0.0,0.41251
8580,0.0,0.10644
8640,0.0,0.13993
8700,0.0,0.3274
8760,0.0,0.0
8820,0.0,0.29175
8880,0.0,0.8734999999999999
8940,0.0,0.17891
9000,0.0,0.44471
9060,0.0,0.44110000000000005
9120,0.0,0.9115300000000001
9180,0.0,0.40405
9240,0.0,0.0
9300,0.0,0.19796
9360,0.0,0.0
9420,0.0,0.67779
9480,0.0,0.31199
9540,0.0,0.0
9600,0.0,0.0
9660,0.0,0.20882
9720,0.0,0.19199
9780,0.0,0.50246
9840,0.0,0.0
9900,0.0,0.26323
9960,0.0,1.26453
10020,0.0,0.55274
10080,0.0,0.20612
10140,0.0,0.0
10200,0.0,0.89734
10260,0.0,1.49435
10320,0.0,0.26956
10380,0.0,0.16577
10440,0.0,1.04068
10500,0.0,0.26405
10560,0.0,0.11414
10620,0.0,0.7545299999999999
10680,0.0,0.24174
10740,0.0,0.63018
10800,0.0,0.23794
10860,0.0,0.28524
10920,0.0,0.0
10980,0.0,0.34734
11040,0.0,0.0
11100,0.0,1.20655
11160,0.0,0.10375
11220,0.0,0.14217
11280,0.0,0.55115
11340,0.0,0.0
11400,0.0,0.11713
11460,0.0,0.41374
11520,0.0,0.44958
11580,0.0,0.43079
11640,0.0,0.0
11700,0.0,0.39710999999999996
11760,0.0,0.0
11820,0.0,0.15392
11880,0.0,0.64156
11940,0.0,0.55861
12000,0.0,0.56352
12060,0.0,0.14144
12120,0.0,0.25001
12180,0.0,0.29281
12240,0.0,0.10307
12300,0.0,0.15328
12360,0.0,0.17196
12420,0.0,0.38743
12480,0.0,0.15768
12540,0.0,1.07785
12600,0.0,1.14077
12660,0.0,0.0
12720,0.0,0.49056
12780,0.0,0.15274
12840,0.0,0.19638
12900,0.0,0.44226
12960,0.0,0.55206
13020,0.0,0.26217
13080,0.0,0.0
13140,0.0,0.21144
13200,0.0,0.9450099999999999
13260,0.0,0.35434
13320,0.0,0.73572
13380,0.0,0.55176
13440,0.0,0.0
13500,0.0,0.37877
13560,0.0,1.54556
13620,0.0,0.50186
13680,0.0,0.46888
13740,0.0,0.45381
13800,0.0,0.24574
13860,0.0,0.58497
13920,0.0,0.0
13980,0.0,0.35846
14040,0.0,0.75234
14100,0.0,0.34184
14160,0.0,0.0
14220,0.0,0.36262
14280,0.0,0.0
14340,0.0,0.8414200000000001
14400,0.0,0.0
14460,0.0,1.60154
14520,0.0,0.32199
