,operator_id,vehicle_id,final_soc,final_node_index,final_time
0,0,0,0.5209356150307194,5106.0,0.0
1,0,1,0.6860390220679767,4074.0,723.5674502930342
2,0,2,0.5423760585873691,223.0,0.0
3,0,3,0.4346361322995006,677.0,0.0
4,0,4,0.4313020389488274,887.0,0.0
5,0,5,0.49002156210658326,1174.0,30.0
6,0,6,0.9046355793602547,5238.0,0.0
7,0,7,0.7736355636077294,1608.0,0.0
8,0,8,0.5819397421202586,1521.0,0.0
9,0,9,0.6232637726239489,1521.0,0.0
10,0,10,0.4591258653794341,3699.0,143.1478638680419
11,0,11,0.8209260097115698,7899.0,0.0
12,0,12,0.9263212642369544,5311.0,1455.7219026810053
13,0,13,0.5155910711244773,10186.0,0.0
14,0,14,0.49826055682742615,677.0,0.0
15,0,15,0.6583497417295997,9377.0,388.9273590800003
16,0,16,0.49243733381547683,11010.0,1536.6764572259417
17,0,17,0.848833731173969,10479.0,0.0
18,0,18,0.9250750589021144,185.0,0.0
19,0,19,0.7540784874797846,4955.0,324.52342875990144
20,0,20,0.9222946851677288,1521.0,0.0
21,0,21,0.4856334065327474,10914.0,282.8004233709944
22,0,22,0.8842841607051004,1608.0,0.0
23,0,23,0.7171605468224368,5199.0,0.0
24,0,24,0.6322535217046636,5881.0,0.0
25,0,25,0.782576882519429,185.0,0.0
26,0,26,0.4894248821747884,887.0,0.0
27,0,27,0.8852295960749638,11010.0,0.0
28,0,28,0.914172549658494,887.0,0.0
29,0,29,0.4484169917142847,7899.0,0.0
30,0,30,0.456480437527266,5881.0,0.0
31,0,31,0.4396325764243444,11447.0,0.0
32,0,32,0.6190517781475388,5410.0,591.6678226459771
33,0,33,0.8751448670582956,6141.0,30.0
34,0,34,0.5659288877905295,7899.0,0.0
35,0,35,0.8617428194461696,7173.0,668.7981580490014
36,0,36,0.4799947731458248,7547.0,808.7919319009088
37,0,37,0.7911764897676926,4541.0,223.50864148899564
38,0,38,0.5535195685657601,8357.0,387.4322157739516
39,0,39,0.7974697157736461,5106.0,0.0
40,0,40,0.688287311863351,1521.0,0.0
41,0,41,0.4817202709151407,7547.0,0.0
42,0,42,0.6411293085036477,4994.0,0.0
43,0,43,0.4623774563584776,10159.0,0.0
44,0,44,0.6481042179515502,4994.0,0.0
45,0,45,0.9185699637247927,887.0,0.0
46,0,46,0.881342977501287,10186.0,290.522204813009
47,0,47,0.8986918527723377,1521.0,0.0
48,0,48,0.902216916768659,1174.0,995.8468302619876
49,0,49,0.5522224858340478,5106.0,0.0
50,0,50,0.6347818363234925,185.0,0.0
51,0,51,0.8782043875432813,2420.0,0.0
52,0,52,0.7335754448290835,10159.0,0.0
53,0,53,0.5501086953074902,10301.0,0.0
54,0,54,0.8919694240641195,10159.0,0.0
55,0,55,0.848565913608362,887.0,0.0
56,0,56,0.8270260443493199,10159.0,0.0
57,0,57,0.6050005592599389,8002.0,2260.800806685016
58,0,58,0.5311069254832983,4420.0,2125.0875432810135
59,0,59,0.7829523564850107,1521.0,0.0
60,0,60,0.45595576298501955,1608.0,0.0
61,0,61,0.6675918065780216,887.0,0.0
62,0,62,0.6474578296271584,8002.0,0.0
63,0,63,0.7888455734624927,1174.0,0.0
64,0,64,0.909022803026406,8210.0,0.0
65,0,65,0.6779914657695333,7899.0,0.0
66,0,66,0.7581873367235705,8210.0,0.0
67,0,67,0.7247822038343231,1174.0,0.0
68,0,68,0.6466725653178729,7899.0,0.0
69,0,69,0.7451213188419209,1174.0,0.0
70,0,70,0.6182235433954583,5311.0,0.0
71,0,71,0.8586672053761945,4994.0,0.0
72,0,72,0.6473158428450638,8658.0,0.0
73,0,73,0.8608619322180955,3160.0,391.7620826630009
74,0,74,0.8087589119982378,3562.0,0.0
75,0,75,0.4903917564933157,1558.0,0.0
76,0,76,0.8908465299910504,955.0,601.1464313559991
77,0,77,0.5959949283886595,1174.0,0.0
78,0,78,0.5990545310372752,7899.0,0.0
79,0,79,0.9008485191425212,7547.0,0.0
80,0,80,0.5980161492657465,4994.0,0.0
81,0,81,0.9144187607881066,8210.0,0.0
82,0,82,0.4956984072162117,63.0,0.0
83,0,83,0.5905500591685764,6500.0,0.0
84,0,84,0.7227293505411959,1608.0,0.0
85,0,85,0.579268648912234,185.0,0.0
86,0,86,0.8111001556862096,5199.0,0.0
87,0,87,0.6418641140387136,5106.0,0.0
88,0,88,0.519299754227096,1608.0,0.0
89,0,89,0.5455026504180913,4994.0,0.0
90,0,90,0.5744715152008016,5238.0,0.0
91,0,91,0.5941772151727684,63.0,0.0
92,0,92,0.7542279934719937,1521.0,97.66197184698831
93,0,93,0.5147582067486363,4994.0,0.0
94,0,94,0.46950758669341286,6500.0,0.0
95,0,95,0.8482126869154515,7547.0,0.0
96,0,96,0.5019593756425696,11447.0,0.0
97,0,97,0.9286152508167128,4994.0,0.0
98,0,98,0.7052485077764501,7899.0,0.0
99,0,99,0.9232179504489644,1174.0,0.0
100,0,100,0.6582091431728835,4994.0,0.0
101,0,101,0.7147601243493666,4994.0,302.07266841307865
102,0,102,0.4961651598210088,5681.0,0.0
103,0,103,0.7204854149892671,4994.0,0.0
104,0,104,0.9218638922919664,4994.0,0.0
105,0,105,0.512012836250443,5199.0,0.0
106,0,106,0.8083067569556619,8210.0,0.0
107,0,107,0.6767714460055375,6141.0,0.0
108,0,108,0.8772422502778672,4994.0,0.0
109,0,109,0.5888534494960839,4994.0,0.0
110,0,110,0.8959907645777467,7547.0,0.0
111,0,111,0.9213724517859705,1608.0,0.0
112,0,112,0.6283508780304811,4994.0,0.0
