,operator_id,vehicle_id,final_soc,final_node_index,final_time
0,0,0,0.6314136460311615,4994,0
1,0,1,0.4428983700271605,4994,0
2,0,2,0.4344049872962745,4994,0
3,0,3,0.8322725471083606,4994,0
4,0,4,0.6503525003996702,4994,0
5,0,5,0.5019460675743086,4994,0
6,0,6,0.48415184397922045,4994,0
7,0,7,0.6287962732128889,4994,0
8,0,8,0.4917966185469813,4994,0
9,0,9,0.5363677007035583,4994,0
10,0,10,0.8627034671739674,4994,0
11,0,11,0.7542234837373785,4994,0
12,0,12,0.571565272300802,4994,0
13,0,13,0.7975962607850093,4994,0
14,0,14,0.9029470117910404,4994,0
15,0,15,0.6664677533952613,4994,0
16,0,16,0.5085188473507702,4994,0
17,0,17,0.7781060490379386,4994,0
18,0,18,0.5952894735698908,4994,0
19,0,19,0.6769158459573354,4994,0
20,0,20,0.7992849426333289,4994,0
21,0,21,0.948192948024792,4994,0
22,0,22,0.6607699775713112,4994,0
23,0,23,0.7814102035725222,4994,0
24,0,24,0.8637350838171081,4994,0
25,0,25,0.534931419774014,4994,0
26,0,26,0.5458616370065839,4994,0
27,0,27,0.8447729375862093,4994,0
28,0,28,0.8787176667432283,4994,0
29,0,29,0.8273277138090799,4994,0
30,0,30,0.5445596576965307,4994,0
31,0,31,0.8566252354592827,4994,0
32,0,32,0.819960510663762,4994,0
33,0,33,0.5644631488274267,4994,0
34,0,34,0.7343256008238508,4994,0
35,0,35,0.5100537730937468,4994,0
36,0,36,0.9350060741234096,4994,0
37,0,37,0.8409101495517417,4994,0
38,0,38,0.5551875705821525,4994,0
39,0,39,0.6326947454697227,4994,0
40,0,40,0.5301127358146349,4994,0
41,0,41,0.684362585330482,4994,0
42,0,42,0.8337051899818408,4994,0
43,0,43,0.9627983191463305,4994,0
44,0,44,0.7842169744343243,4994,0
45,0,45,0.5806547589424982,4994,0
46,0,46,0.559363859477122,4994,0
47,0,47,0.7724415914984484,4994,0
48,0,48,0.964648098788107,4994,0
49,0,49,0.7644474598764522,4994,0
