node_index,osm_id,is_stop_only,pos_x,pos_y
51,163410363,FALSE,-84.4127469,38.0214578
52,163410370,FALSE,-84.411406,38.020408
53,163410388,FALSE,-84.408036,38.01754
54,163410454,FALSE,-84.456253,38.07648
55,163410513,FALSE,-84.4545816,38.076953
56,163410515,FALSE,-84.4544951,38.0768426
57,163410626,FALSE,-84.49321,38.095268
58,163410651,FALSE,-84.492272,38.094649
59,163411313,FALSE,-84.494023,37.990485
60,163411329,FALSE,-84.499135,37.990589
61,163411384,FALSE,-84.4968612,38.0756144
62,163411506,FALSE,-84.4951528,38.0749321
63,163411620,FALSE,-84.501731,37.99082
64,163411638,FALSE,-84.495426,37.991652
65,163411672,FALSE,-84.490267,37.991401
66,163411723,FALSE,-84.4744088,37.9643824
67,163411781,FALSE,-84.4111516,38.0223346
68,163411899,FALSE,-84.412716,38.023235
69,163411908,FALSE,-84.526204,37.997714
70,163411933,FALSE,-84.522704,37.995164
71,163411940,FALSE,-84.5221085,37.9950309
72,163411950,FALSE,-84.5215348,37.99502
73,163411978,FALSE,-84.517024,37.994818
74,163412017,FALSE,-84.5439499,38.062541
75,163412021,FALSE,-84.5446899,38.0624327
76,163412028,FALSE,-84.463505,37.998232
77,163412052,FALSE,-84.466121,37.996371
78,163412080,FALSE,-84.4668059,37.9962192
79,163412098,FALSE,-84.4548885,38.0417197
80,163412196,FALSE,-84.453604,38.044001
81,163412218,FALSE,-84.453886,38.045981
82,163412240,FALSE,-84.463737,37.994596
83,163412270,FALSE,-84.464406,37.996231
84,163412290,FALSE,-84.463044,37.998617
85,163412307,FALSE,-84.469343,37.993521
86,163412321,FALSE,-84.465615,37.994822
87,163412337,FALSE,-84.464779,37.994977
88,163412345,FALSE,-84.467768,37.99657
89,163412402,FALSE,-84.468139,37.994358
90,163412416,FALSE,-84.470906,37.99319
91,163412427,FALSE,-84.4946,37.989632
92,163412456,FALSE,-84.489138,37.991323
93,163412493,FALSE,-84.522601,37.9934885
94,163412568,FALSE,-84.5462226,38.0877974
95,163412570,FALSE,-84.5466189,38.0871778
96,163412577,FALSE,-84.464955,37.995244
97,163412578,FALSE,-84.465056,37.995121
98,163412582,FALSE,-84.421881,38.05678
99,163412688,FALSE,-84.4240201,38.047704
100,163412738,FALSE,-84.4958235,38.0733075
101,163412751,FALSE,-84.409867,38.023181
102,163412753,FALSE,-84.409777,38.023097
103,163412761,FALSE,-84.409136,38.022393
104,163412829,FALSE,-84.492731,38.041583
105,163412830,FALSE,-84.4929053,38.0413574
106,163412915,FALSE,-84.477543,38.075584
107,163412932,FALSE,-84.506973,38.089624
108,163412935,FALSE,-84.507025,38.089906
109,163412944,FALSE,-84.406717,38.016348
110,163413008,FALSE,-84.4090489,38.0234963
111,163413057,FALSE,-84.4139363,38.0209516
112,163413081,FALSE,-84.528457,38.072941
113,163413097,FALSE,-84.529977,38.070268
114,163413103,FALSE,-84.5301545,38.0701312
115,163413106,FALSE,-84.5302767,38.0700294
116,163413118,FALSE,-84.530576,38.069903
117,163413139,FALSE,-84.5328857,38.069065
118,163413192,FALSE,-84.493439,38.094178
119,163413211,FALSE,-84.492515,38.094541
120,163413217,FALSE,-84.532755,38.154603
121,163413236,FALSE,-84.532335,38.1501
122,163413247,FALSE,-84.532564,38.146632
123,163413282,FALSE,-84.529837,38.139353
124,163413293,FALSE,-84.559261,38.010429
125,163413296,FALSE,-84.557462,38.01152
126,163413301,FALSE,-84.5545931,38.0132676
127,163413316,FALSE,-84.5441789,38.0622099
128,163413324,FALSE,-84.5449879,38.0619284
129,163413370,FALSE,-84.5427748,38.0617082
130,163413383,FALSE,-84.5428196,38.0614247
131,163413427,FALSE,-84.5470895,38.0606316
132,163413470,FALSE,-84.5415765,38.0620947
133,163413482,FALSE,-84.489342,38.101728
134,163413510,FALSE,-84.485376,38.101019
135,163413513,FALSE,-84.485132,38.101046
136,163413515,FALSE,-84.484736,38.101097
137,163413524,FALSE,-84.489298,38.101406
138,163413545,FALSE,-84.486278,38.098904
139,163413558,FALSE,-84.485842,38.098669
140,163413562,FALSE,-84.485659,38.098654
141,163413568,FALSE,-84.48455,38.098556
142,163413581,FALSE,-84.482002,38.097806
143,163413749,FALSE,-84.5478018,38.0870761
144,163413752,FALSE,-84.5475436,38.0874836
145,163413757,FALSE,-84.5479543,38.0876425
146,163413846,FALSE,-84.488258,38.027037
147,163413848,FALSE,-84.4881283,38.0273344
148,163413871,FALSE,-84.415419,38.026282
149,163413935,FALSE,-84.523714,38.015774
150,163413994,FALSE,-84.481082,38.027444
151,163414015,FALSE,-84.481174,38.02655
152,163414023,FALSE,-84.4592556,38.0134566
153,163414057,FALSE,-84.458563,38.013821
154,163414075,FALSE,-84.4570561,38.0165372
155,163414098,FALSE,-84.458903,38.013153
156,163414100,FALSE,-84.458989,38.013021
157,163414111,FALSE,-84.459272,38.012736
158,163414126,FALSE,-84.479716,38.027389
159,163414155,FALSE,-84.480911,38.027329
160,163414170,FALSE,-84.479633,38.026552
161,163414305,FALSE,-84.480678,38.02549
162,163414319,FALSE,-84.481775,38.025247
163,163414348,FALSE,-84.4807,38.024566
164,163414374,FALSE,-84.481451,38.02453
165,163414560,FALSE,-84.504403,38.132892
166,163414569,FALSE,-84.5028066,38.1305736
167,163414601,FALSE,-84.4795124,38.0594122
168,163414604,FALSE,-84.4804909,38.0587308
169,163414615,FALSE,-84.4814307,38.0591814
170,163414622,FALSE,-84.4798495,38.0597388
171,163414640,FALSE,-84.421446,38.0411271
172,163414651,FALSE,-84.42112,38.040288
173,163414671,FALSE,-84.420582,38.0375
174,163414677,FALSE,-84.4832113,38.0587663
175,163414679,FALSE,-84.4819118,38.0595615
176,163414681,FALSE,-84.4817134,38.0596902
177,163414688,FALSE,-84.4816878,38.0593027
178,163414693,FALSE,-84.4835064,38.0590155
179,163414703,FALSE,-84.3882068,37.9623117
180,163414709,FALSE,-84.3879897,37.962371
181,163414716,FALSE,-84.38773,37.962654
182,163414748,FALSE,-84.3885964,37.9674213
183,163414762,FALSE,-84.4042637,38.0036328
184,163414797,FALSE,-84.4120637,38.0093307
185,163414798,FALSE,-84.4119378,38.0092989
186,163414803,FALSE,-84.4849675,38.1027345
187,163414849,FALSE,-84.4853025,38.0427172
188,163414856,FALSE,-84.484021,38.046246
189,163414870,FALSE,-84.5062278,38.1563253
190,163414895,FALSE,-84.4892637,38.1455227
191,163414986,FALSE,-84.520567,38.114839
192,163415017,FALSE,-84.526683,38.119261
193,163415338,FALSE,-84.485972,38.097223
194,163415482,FALSE,-84.550236,38.01247
195,163415523,FALSE,-84.549877,38.015754
196,163415542,FALSE,-84.552184,38.019354
197,163415645,FALSE,-84.485348,38.10005
198,163415737,FALSE,-84.4851496,38.0996661
199,163415767,FALSE,-84.353192,37.894583
200,163415820,FALSE,-84.3508305,37.8908623
201,163415826,FALSE,-84.3506263,37.8909689
202,163415845,FALSE,-84.346981,37.889176
203,163415886,FALSE,-84.4554511,37.9828245
204,163415898,FALSE,-84.51257,38.051727
205,163415901,FALSE,-84.5125834,38.0514553
206,163415908,FALSE,-84.4545846,38.0442361
207,163415993,FALSE,-84.4538479,38.041347
208,163416007,FALSE,-84.526395,37.997944
209,163416046,FALSE,-84.521906,37.997742
210,163416054,FALSE,-84.5211912,37.9982364
211,163416128,FALSE,-84.565142,38.04639
212,163416198,FALSE,-84.565119,38.045792
213,163416208,FALSE,-84.3267506,38.0699724
214,163416209,FALSE,-84.3262961,38.0698784
215,163416222,FALSE,-84.3260839,38.0697367
216,163416228,FALSE,-84.420782,38.045591
217,163416244,FALSE,-84.4185578,38.0415779
218,163416252,FALSE,-84.418413,38.040963
219,163416254,FALSE,-84.418542,38.040801
220,163416272,FALSE,-84.420451,38.035997
221,163416280,FALSE,-84.417393,38.040881
222,163416302,FALSE,-84.423501,38.047685
223,163416395,FALSE,-84.422637,38.056297
224,163416459,FALSE,-84.460012,38.008565
225,163416494,FALSE,-84.459658,38.013609
226,163416504,FALSE,-84.4925308,38.0742554
227,163416583,FALSE,-84.457418,38.01165
228,163416597,FALSE,-84.45816,38.011343
229,163416606,FALSE,-84.4598562,38.0084231
230,163416631,FALSE,-84.4232382,38.0412353
231,163416704,FALSE,-84.389489,37.963925
232,163416725,FALSE,-84.388819,37.967861
233,163416874,FALSE,-84.5273692,38.1212442
234,163416924,FALSE,-84.531525,38.118112
235,163416967,FALSE,-84.471212,38.044851
236,163416977,FALSE,-84.350304,37.89411
237,163417029,FALSE,-84.3508805,37.892399
238,163417042,FALSE,-84.5331654,38.0690305
239,163417063,FALSE,-84.532214,38.071111
240,163417068,FALSE,-84.5320399,38.0713092
241,163417071,FALSE,-84.5319614,38.0714008
242,163417075,FALSE,-84.5318062,38.0715569
243,163417088,FALSE,-84.528613,38.072992
244,163417109,FALSE,-84.5026227,38.0751601
245,163417139,FALSE,-84.5061812,38.0753381
246,163417147,FALSE,-84.5077296,38.0749927
247,163417175,FALSE,-84.511359,38.074342
248,163417187,FALSE,-84.511393,38.112145
249,163417314,FALSE,-84.32297,38.045573
250,163417333,FALSE,-84.324065,38.045814
251,163417340,FALSE,-84.328266,38.046197
252,163417348,FALSE,-84.457829,38.078165
253,163417419,FALSE,-84.4568609,38.0755666
254,163417422,FALSE,-84.456767,38.0754727
255,163417440,FALSE,-84.32366,38.044229
256,163417454,FALSE,-84.3230104,38.0439958
257,163417473,FALSE,-84.48039,38.097295
258,163417539,FALSE,-84.48507,38.101347
259,163417579,FALSE,-84.4543999,38.0769016
260,163417581,FALSE,-84.4544894,38.0770043
261,163417626,FALSE,-84.459881,38.081608
262,163417714,FALSE,-84.4204694,38.044673
263,163417755,FALSE,-84.5296,38.139688
264,163417770,FALSE,-84.5284459,38.1480253
265,163417814,FALSE,-84.53291,38.155799
266,163417853,FALSE,-84.486301,38.096768
267,163417970,FALSE,-84.4135482,38.0210085
268,163418025,FALSE,-84.4951273,37.9921894
269,163418161,FALSE,-84.4920681,38.0076233
270,163418172,FALSE,-84.4921387,38.0056726
271,163418469,FALSE,-84.4577783,38.0119635
272,163418473,FALSE,-84.457658,38.0120643
273,163418488,FALSE,-84.45744,38.01229
274,163418503,FALSE,-84.456897,38.0165
275,163418697,FALSE,-84.524959,38.115578
276,163418715,FALSE,-84.454094,38.045994
277,163418782,FALSE,-84.516769,37.994915
278,163418818,FALSE,-84.5213645,37.997733
279,163418872,FALSE,-84.4525299,38.0426779
280,163418927,FALSE,-84.4542951,38.0398741
281,163419003,FALSE,-84.630445,38.093946
282,163419009,FALSE,-84.63235,38.094687
283,163419036,FALSE,-84.519666,38.012536
284,163419127,FALSE,-84.4828573,38.0584643
285,163419134,FALSE,-84.481069,38.0588966
286,163419151,FALSE,-84.4602453,38.0426218
287,163419360,FALSE,-84.41092,38.0044278
288,163419370,FALSE,-84.481672,38.0395183
289,163419374,FALSE,-84.4820165,38.0397597
290,163419464,FALSE,-84.457187,38.011651
291,163419506,FALSE,-84.466554,37.995919
292,163419509,FALSE,-84.466508,37.996067
293,163419558,FALSE,-84.388629,37.958138
294,163419575,FALSE,-84.388129,37.961437
295,163419579,FALSE,-84.3878606,37.9621193
296,163419589,FALSE,-84.403873,38.006192
297,163419592,FALSE,-84.4037773,38.00614
298,163419595,FALSE,-84.403666,38.0061991
299,163419606,FALSE,-84.567301,38.041676
300,163419664,FALSE,-84.5634312,38.0454671
301,163419679,FALSE,-84.56113,38.045995
302,163419868,FALSE,-84.5056779,38.132379
303,163419873,FALSE,-84.5072627,38.1310487
304,163419994,FALSE,-84.483464,38.130837
305,163420098,FALSE,-84.563834,38.048991
306,163420105,FALSE,-84.502306,38.066775
307,163420134,FALSE,-84.502763,38.066681
308,163420153,FALSE,-84.501984,38.065734
309,163420184,FALSE,-84.502533,38.06569
310,163420211,FALSE,-84.566,38.045122
311,163420283,FALSE,-84.5018483,38.0750871
312,163420310,FALSE,-84.505683,38.073783
313,163420322,FALSE,-84.5105856,38.07415
314,163420328,FALSE,-84.552304,38.01906
315,163420356,FALSE,-84.552559,38.015515
316,163420366,FALSE,-84.5517645,38.0145318
317,163420386,FALSE,-84.550428,38.012411
318,163420462,FALSE,-84.561154,38.046118
319,163420481,FALSE,-84.387309,37.9618221
320,163420495,FALSE,-84.3876827,37.9621909
321,163420567,FALSE,-84.390048,37.96353
322,163420576,FALSE,-84.570108,38.045274
323,163420613,FALSE,-84.568332,38.04487
324,163420621,FALSE,-84.494955,38.074475
325,163420700,FALSE,-84.541211,38.0613719
326,163420744,FALSE,-84.328113,38.045871
327,163420754,FALSE,-84.323741,38.044074
328,163420762,FALSE,-84.353775,37.895824
329,163420787,FALSE,-84.350314,37.89435
330,163420800,FALSE,-84.5448548,38.0625057
331,163420814,FALSE,-84.5424398,38.0616061
332,163420819,FALSE,-84.318005,38.043706
333,163420833,FALSE,-84.322866,38.04578
334,163420866,FALSE,-84.3225806,38.0463389
335,163420876,FALSE,-84.324,38.043562
336,163421004,FALSE,-84.545759,38.006845
337,163421022,FALSE,-84.5461971,38.0063534
338,163421043,FALSE,-84.515053,38.070578
339,163421046,FALSE,-84.515826,38.070202
340,163421048,FALSE,-84.516908,38.069679
341,163421049,FALSE,-84.488083,38.040964
342,163421050,FALSE,-84.487215,38.040175
343,163421069,FALSE,-84.560668,38.010745
344,163421073,FALSE,-84.561381,38.011465
345,163421085,FALSE,-84.562476,38.01214
346,163421087,FALSE,-84.564602,38.013165
347,163421100,FALSE,-84.498043,37.965551
348,163421102,FALSE,-84.4986922,37.965305
349,163421110,FALSE,-84.523941,37.968936
350,163421112,FALSE,-84.5229326,37.9684874
351,163421122,FALSE,-84.4708729,38.0485995
352,163421128,FALSE,-84.468018,38.050985
353,163421131,FALSE,-84.464552,38.053882
354,163421138,FALSE,-84.46237,38.055618
355,163421149,FALSE,-84.5402749,37.9761565
356,163421168,FALSE,-84.5439403,37.9767168
357,163421174,FALSE,-84.5449001,37.9770727
358,163421176,FALSE,-84.545737,37.977391
359,163421202,FALSE,-84.547162,37.977533
360,163421206,FALSE,-84.547977,37.977251
361,163421219,FALSE,-84.549813,37.976814
362,163421228,FALSE,-84.5503796,37.9770391
363,163421240,FALSE,-84.5510982,37.9781694
364,163421256,FALSE,-84.551866,37.979415
365,163421275,FALSE,-84.5458766,38.007729
366,163421278,FALSE,-84.544154,38.007107
367,163421284,FALSE,-84.5433038,38.0067455
368,163421290,FALSE,-84.509307,38.072377
369,163421317,FALSE,-84.508064,38.072777
370,163421324,FALSE,-84.49894,38.048107
371,163421327,FALSE,-84.498187,38.048618
372,163421330,FALSE,-84.497483,38.04915
373,163421334,FALSE,-84.4963351,38.0499536
374,163421337,FALSE,-84.495318,38.050684
375,163421340,FALSE,-84.494496,38.0512699
376,163421369,FALSE,-84.4220327,37.8841862
377,163421383,FALSE,-84.446896,38.071167
378,163421387,FALSE,-84.4469144,38.0715197
379,163421398,FALSE,-84.52246,38.01956
380,163421400,FALSE,-84.521804,38.020722
381,163421415,FALSE,-84.4187336,38.015307
382,163421419,FALSE,-84.4185028,38.0158303
383,163421439,FALSE,-84.416145,38.018345
384,163421480,FALSE,-84.413638,38.019351
385,163421488,FALSE,-84.522672,38.1340641
386,163421521,FALSE,-84.595044,37.987538
387,163421526,FALSE,-84.5948134,37.9881201
388,163421556,FALSE,-84.575983,38.024203
389,163421560,FALSE,-84.5755866,38.0240791
390,163421626,FALSE,-84.5722654,38.0250148
391,163421636,FALSE,-84.5719504,38.0260546
392,163421643,FALSE,-84.5719752,38.0267427
393,163421657,FALSE,-84.5715674,38.0276875
394,163421672,FALSE,-84.4763529,38.0474074
395,163421674,FALSE,-84.475461,38.048114
396,163421675,FALSE,-84.47404,38.04904
397,163421676,FALSE,-84.444032,38.023124
398,163421678,FALSE,-84.4435339,38.0234188
399,163421681,FALSE,-84.538415,38.008682
400,163421683,FALSE,-84.539439,38.009049
401,163421685,FALSE,-84.540357,38.009373
402,163421689,FALSE,-84.54085,38.009594
403,163421701,FALSE,-84.544537,38.009683
404,163421709,FALSE,-84.498698,38.043385
405,163421730,FALSE,-84.499173,38.042535
406,163421738,FALSE,-84.5019,37.976154
407,163421761,FALSE,-84.5026423,37.9771951
408,163421772,FALSE,-84.4912504,37.9552177
409,163421775,FALSE,-84.491624,37.955209
410,163421790,FALSE,-84.4522675,38.0161806
411,163421792,FALSE,-84.452054,38.016734
412,163421795,FALSE,-84.451536,38.018166
413,163421798,FALSE,-84.451197,38.019075
414,163421800,FALSE,-84.450856,38.019988
415,163421808,FALSE,-84.5754088,37.9824525
416,163421811,FALSE,-84.573087,37.982292
417,163421813,FALSE,-84.570406,37.982106
418,163421865,FALSE,-84.570809,37.979144
419,163421877,FALSE,-84.571847,37.978487
420,163421888,FALSE,-84.424095,37.906662
421,163422012,FALSE,-84.448205,37.893683
422,163422031,FALSE,-84.507321,38.068927
423,163422037,FALSE,-84.50798,38.069586
424,163422040,FALSE,-84.508375,38.070355
425,163422066,FALSE,-84.5552526,38.0875587
426,163422067,FALSE,-84.554799,38.088162
427,163422070,FALSE,-84.55415,38.088817
428,163422087,FALSE,-84.55329,38.089262
429,163422098,FALSE,-84.552358,38.090307
430,163422100,FALSE,-84.551807,38.090958
431,163422103,FALSE,-84.55124,38.091614
432,163422126,FALSE,-84.549921,38.092407
433,163422137,FALSE,-84.548472,38.092608
434,163422158,FALSE,-84.546078,38.093308
435,163422184,FALSE,-84.543935,38.093716
436,163422192,FALSE,-84.541837,38.094089
437,163422196,FALSE,-84.540854,38.094313
438,163422198,FALSE,-84.539919,38.094508
439,163422220,FALSE,-84.536,38.040964
440,163422226,FALSE,-84.538833,38.042596
441,163422230,FALSE,-84.540536,38.044104
442,163422244,FALSE,-84.3633253,37.9507356
443,163422246,FALSE,-84.3620996,37.950148
444,163422348,FALSE,-84.338599,37.95342
445,163422444,FALSE,-84.3276982,37.9575175
446,163422483,FALSE,-84.553953,38.08282
447,163422520,FALSE,-84.553031,38.081236
448,163422523,FALSE,-84.553683,38.080705
449,163422530,FALSE,-84.55434,38.080177
450,163422534,FALSE,-84.554855,38.0797735
451,163422551,FALSE,-84.47647,37.958693
452,163422553,FALSE,-84.4771102,37.9582412
453,163422574,FALSE,-84.483416,38.07605
454,163422576,FALSE,-84.482567,38.076703
455,163422580,FALSE,-84.481664,38.077418
456,163422589,FALSE,-84.480968,38.076939
457,163422631,FALSE,-84.535419,38.043774
458,163422649,FALSE,-84.535922,38.0428212
459,163422660,FALSE,-84.4731103,38.0631495
460,163422683,FALSE,-84.491686,37.984401
461,163422693,FALSE,-84.492319,37.984562
462,163422707,FALSE,-84.50777,38.072797
463,163422725,FALSE,-84.5079889,38.0716162
464,163422756,FALSE,-84.522284,38.007248
465,163422785,FALSE,-84.524509,38.006928
466,163422850,FALSE,-84.406675,38.001141
467,163422867,FALSE,-84.4070953,38.0007603
468,163422877,FALSE,-84.5287294,37.9672972
469,163422881,FALSE,-84.528925,37.967016
470,163422906,FALSE,-84.529661,37.966689
471,163422927,FALSE,-84.42649,38.1117
472,163422972,FALSE,-84.418777,38.122568
473,163423027,FALSE,-84.408173,38.138339
474,163423047,FALSE,-84.458563,37.984403
475,163423049,FALSE,-84.4591696,37.9846089
476,163423059,FALSE,-84.5197774,37.95839
477,163423088,FALSE,-84.5188616,37.9587029
478,163423102,FALSE,-84.4589426,38.0595074
479,163423105,FALSE,-84.4594607,38.0591681
480,163423140,FALSE,-84.397695,38.195327
481,163423159,FALSE,-84.5480311,38.0385583
482,163423181,FALSE,-84.550955,38.040167
483,163423183,FALSE,-84.552176,38.040432
484,163423189,FALSE,-84.553812,38.04079
485,163423205,FALSE,-84.555469,38.0421
486,163423209,FALSE,-84.556716,38.043148
487,163423233,FALSE,-84.4425,38.05903
488,163423259,FALSE,-84.442323,38.060313
489,163423263,FALSE,-84.440412,38.061331
490,163423270,FALSE,-84.528307,38.020346
491,163423288,FALSE,-84.526876,38.021418
492,163423291,FALSE,-84.526259,38.022347
493,163423303,FALSE,-84.52569,38.023111
494,163423324,FALSE,-84.524867,38.02374
495,163423327,FALSE,-84.524287,38.024506
496,163423338,FALSE,-84.564004,37.975508
497,163423348,FALSE,-84.563646,37.976405
498,163423362,FALSE,-84.530953,38.005477
499,163423380,FALSE,-84.530979,38.004765
500,163423389,FALSE,-84.519391,38.01046
501,163423393,FALSE,-84.52069,38.010752
502,163423396,FALSE,-84.521988,38.011042
503,163423409,FALSE,-84.521107,37.973805
504,163423412,FALSE,-84.5212766,37.9735191
505,163423425,FALSE,-84.458081,38.031931
506,163423428,FALSE,-84.4594228,38.0307819
507,163423443,FALSE,-84.386608,38.023043
508,163423447,FALSE,-84.3872484,38.0232032
509,163423455,FALSE,-84.398125,38.019172
510,163423476,FALSE,-84.398916,38.020079
511,163423479,FALSE,-84.3989379,38.020444
512,163423489,FALSE,-84.496191,37.948329
513,163423495,FALSE,-84.496543,37.948813
514,163423527,FALSE,-84.4802704,37.965994
515,163423529,FALSE,-84.480184,37.965573
516,163423534,FALSE,-84.5155495,38.0237823
517,163423538,FALSE,-84.516044,38.024186
518,163423541,FALSE,-84.5174895,38.0245136
519,163423562,FALSE,-84.50774,37.97087
520,163423564,FALSE,-84.5081029,37.9704572
521,163423571,FALSE,-84.500279,38.008427
522,163423579,FALSE,-84.500518,38.007255
523,163423599,FALSE,-84.500514,38.006354
524,163423601,FALSE,-84.50068,38.005281
525,163423614,FALSE,-84.497714,38.048192
526,163423618,FALSE,-84.497,38.048724
527,163423620,FALSE,-84.4958519,38.0495214
528,163423622,FALSE,-84.49497,38.05016
529,163423624,FALSE,-84.4940135,38.0508372
530,163423633,FALSE,-84.478365,37.971833
531,163423638,FALSE,-84.4780668,37.9722382
532,163423648,FALSE,-84.464513,37.981567
533,163423660,FALSE,-84.463657,37.982148
534,163423671,FALSE,-84.560041,37.99324
535,163423731,FALSE,-84.564713,37.992927
536,163423746,FALSE,-84.565244,37.991493
537,163423758,FALSE,-84.571647,38.015687
538,163423768,FALSE,-84.572586,38.016165
539,163423770,FALSE,-84.5741265,38.0164257
540,163423776,FALSE,-84.4570491,38.0802634
541,163423778,FALSE,-84.456685,38.080462
542,163423784,FALSE,-84.5144881,38.0313835
543,163423787,FALSE,-84.514617,38.031003
544,163423790,FALSE,-84.514957,38.030073
545,163423792,FALSE,-84.515295,38.029139
546,163423799,FALSE,-84.483405,37.966735
547,163423818,FALSE,-84.4836709,37.9664216
548,163423831,FALSE,-84.512956,37.970521
549,163423833,FALSE,-84.5125421,37.9703547
550,163423838,FALSE,-84.571842,38.008358
551,163423845,FALSE,-84.568284,38.007088
552,163423848,FALSE,-84.5670386,38.0066372
553,163423855,FALSE,-84.528583,38.006679
554,163423863,FALSE,-84.529417,38.004998
555,163423865,FALSE,-84.52963,38.00458
556,163423884,FALSE,-84.531588,38.000625
557,163423913,FALSE,-84.535449,38.001292
558,163423919,FALSE,-84.536278,38.001573
559,163423926,FALSE,-84.539961,38.002878
560,163423931,FALSE,-84.541426,38.003389
561,163423938,FALSE,-84.5439403,38.0042979
562,163423952,FALSE,-84.457583,37.978182
563,163423955,FALSE,-84.4569467,37.9783126
564,163423964,FALSE,-84.469205,37.968539
565,163423966,FALSE,-84.4694955,37.9679772
566,163423976,FALSE,-84.5107945,37.9862509
567,163423978,FALSE,-84.511037,37.985713
568,163423981,FALSE,-84.511395,37.984945
569,163424002,FALSE,-84.512137,37.980896
570,163424005,FALSE,-84.509421,37.979638
571,163424020,FALSE,-84.470635,38.042206
572,163424024,FALSE,-84.467599,38.042451
573,163424031,FALSE,-84.451005,37.996519
574,163424034,FALSE,-84.4504481,37.9965586
575,163424051,FALSE,-84.53996,38.102365
576,163424054,FALSE,-84.540327,38.1016311
577,163424059,FALSE,-84.5406937,38.100896
578,163424071,FALSE,-84.539663,38.100575
579,163424091,FALSE,-84.452666,38.079398
580,163424097,FALSE,-84.454712,38.081615
581,163424100,FALSE,-84.457668,38.08411
582,163424116,FALSE,-84.470037,38.065303
583,163424122,FALSE,-84.472718,38.067727
584,163424125,FALSE,-84.472816,38.067811
585,163424151,FALSE,-84.476852,38.070954
586,163424154,FALSE,-84.477359,38.071207
587,163424200,FALSE,-84.482698,38.0727723
588,163424203,FALSE,-84.4847432,38.0730861
589,163424239,FALSE,-84.4997629,38.0752206
590,163424374,FALSE,-84.538479,38.064483
591,163425066,FALSE,-84.5622439,38.0507762
592,163425170,FALSE,-84.5381376,38.0645135
593,163425330,FALSE,-84.482736,38.072649
594,163425362,FALSE,-84.476966,38.070863
595,163425382,FALSE,-84.4729047,38.0676895
596,163425398,FALSE,-84.4701504,38.0652236
597,163425476,FALSE,-84.4970155,38.0463588
598,163425481,FALSE,-84.497578,38.046865
599,163425484,FALSE,-84.4979,38.047164
600,163425491,FALSE,-84.499866,38.04893
601,163425495,FALSE,-84.5005666,38.0495591
602,163425498,FALSE,-84.5008008,38.0497843
603,163425500,FALSE,-84.501376,38.050273
604,163425502,FALSE,-84.501517,38.050394
605,163425506,FALSE,-84.5026856,38.0514401
606,163425508,FALSE,-84.504343,38.052915
607,163425511,FALSE,-84.5057442,38.0541185
608,163425522,FALSE,-84.5092,38.056419
609,163425542,FALSE,-84.514664,38.059929
610,163425552,FALSE,-84.518086,38.062034
611,163425562,FALSE,-84.520586,38.063642
612,163425585,FALSE,-84.563263,38.008005
613,163425588,FALSE,-84.563432,38.008126
614,163425592,FALSE,-84.5659127,38.0090015
